FFMC,BUI,WSV,WINDDir,FWIBin,Season,Ecoregion
86.59714481,58.97300047,3.84,28,1,summer,FireRegion3
87.71109974,61.50752476,2.59,275,1,summer,FireRegion3
87.75970153,63.77498239,1.95,259,1,summer,FireRegion3
87.76044119,65.62191263,1.56,300,1,summer,FireRegion3
87.81175871,67.94089774,1.38,305,1,summer,FireRegion3
87.97458504,70.32926524,1.38,97,1,summer,FireRegion3
88.02327383,72.51828554,1.4,89,1,summer,FireRegion3
88.07197869,74.7584838,2.83,305,1,summer,FireRegion3
88.12069963,76.9052379,2.84,279,1,summer,FireRegion3
87.68539325,78.62437318,2.53,268,1,summer,FireRegion3
87.25419911,80.23753392,2.59,281,1,summer,FireRegion3
87.30265006,82.25409125,2.69,274,1,summer,FireRegion3
88.1090806,84.80182983,1.79,250,1,summer,FireRegion3
88.15781378,87.18798538,1.96,254,1,summer,FireRegion3
88.20656306,89.40787455,2.25,262,1,summer,FireRegion3
88.25532844,91.48265822,2.72,285,1,summer,FireRegion3
88.8003807,94.16962758,2.29,271,1,summer,FireRegion3
89.7736031,97.28072457,1.85,262,1,summer,FireRegion3
90.70750916,100.7012679,1.73,249,1,summer,FireRegion3
92.15879113,104.7276158,1.32,272,2,summer,FireRegion3
92.20886133,108.4625949,2.53,125,2,summer,FireRegion3
91.933989,111.4907763,2.09,290,2,summer,FireRegion3
91.36399518,114.2223935,2.33,290,2,summer,FireRegion3
90.8327177,116.7778283,1.84,272,2,summer,FireRegion3
90.8823501,119.6164085,2.14,230,2,summer,FireRegion3
90.93199888,122.4102167,1.33,243,2,summer,FireRegion3
90.98166406,125.3286499,1.78,263,2,summer,FireRegion3
90.77890129,127.8055985,1.5,281,2,summer,FireRegion3
90.70726784,130.3194976,1.18,116,2,summer,FireRegion3
90.75685882,132.8964243,0.88,289,2,summer,FireRegion3
90.80646617,135.4895974,2.06,289,2,summer,FireRegion3
90.70713359,137.9857738,1.53,142,2,summer,FireRegion3
90.75672453,140.6332534,1.98,311,2,summer,FireRegion3
90.80633184,143.6227122,1.34,298,2,summer,FireRegion3
90.85595552,146.2552399,1.44,288,2,summer,FireRegion3
89.84619626,148.2973717,1.44,301,1,summer,FireRegion3
89.35423486,150.335009,1.51,290,1,summer,FireRegion3
89.40337914,152.5539069,2.86,279,2,summer,FireRegion3
89.27160742,154.6661331,1.73,295,1,summer,FireRegion3
89.18925313,156.757148,2.31,293,1,summer,FireRegion3
89.23834294,159.0989899,2.63,278,1,summer,FireRegion3
89.32140851,161.6505106,2.68,288,2,summer,FireRegion3
89.72091534,164.3628184,2.5,284,2,summer,FireRegion3
90.28491976,167.2869846,2.33,272,2,summer,FireRegion3
90.6604086,170.304036,1.55,279,2,summer,FireRegion3
91.6558361,173.7048363,1.51,273,3,summer,FireRegion3
91.92566514,177.0979389,1.33,313,3,summer,FireRegion3
91.97565838,180.3646992,1.08,292,3,summer,FireRegion3
91.9750807,183.2606514,1.52,275,3,summer,FireRegion3
91.84305525,186.0784706,1.21,277,3,summer,FireRegion3
91.89302121,188.9781942,1.83,289,3,summer,FireRegion3
91.3774155,191.5260224,1.19,251,3,summer,FireRegion3
90.97141963,193.9915997,1.57,248,2,summer,FireRegion3
90.26220798,196.2155845,1.76,264,2,summer,FireRegion3
90.17732171,198.5578975,1.38,246,2,summer,FireRegion3
89.86638103,200.7594625,1.84,263,2,summer,FireRegion3
89.91569439,203.38077,1.62,279,2,summer,FireRegion3
89.96502404,206.0826389,1.99,275,2,summer,FireRegion3
90.73636013,208.7978866,1.24,272,2,summer,FireRegion3
90.78596072,211.2024836,1.78,270,2,summer,FireRegion3
90.83557768,213.5394283,2.13,273,3,summer,FireRegion3
90.44313013,215.6274213,2.9,279,2,summer,FireRegion3
90.49263391,217.9118762,1.92,289,2,summer,FireRegion3
90.6695425,220.5189585,1.06,286,2,summer,FireRegion3
90.71912103,222.9058727,1.49,274,2,summer,FireRegion3
90.78903935,225.5571401,1.66,275,2,summer,FireRegion3
90.83865732,227.976311,2.09,250,3,summer,FireRegion3
90.72917876,230.1850849,1.84,35,2,summer,FireRegion3
90.52649443,232.3077379,1.71,274,2,summer,FireRegion3
90.56448547,234.4984042,2.09,266,2,summer,FireRegion3
90.60661384,236.7177219,1.59,278,2,summer,FireRegion3
90.65617159,239.0725045,2.04,279,2,summer,FireRegion3
90.7057457,241.341736,2.24,277,3,summer,FireRegion3
90.50686375,243.4674708,2.65,335,2,summer,FireRegion3
90.42554269,245.5974009,1.59,266,2,summer,FireRegion3
90.47504066,247.8676028,1.08,268,2,summer,FireRegion3
90.27904289,249.9316715,1.38,160,2,summer,FireRegion3
90.06408716,251.9576407,1.88,335,2,summer,FireRegion3
90.1134658,254.1417399,1.91,113,2,summer,FireRegion3
90.40257271,256.7157672,1.69,295,2,summer,FireRegion3
90.4520631,259.1182297,1.11,263,2,summer,FireRegion3
89.47391873,260.8527299,2.32,205,2,summer,FireRegion3
88.5265258,262.4104697,2.59,210,1,summer,FireRegion3
88.36066338,264.081512,2.46,303,1,summer,FireRegion3
88.4037153,265.7944946,1.83,285,1,summer,FireRegion3
88.41988325,267.5024249,1.82,297,1,summer,FireRegion3
88.54295748,269.581004,2.08,123,1,summer,FireRegion3
89.07207974,271.836531,1.19,119,1,summer,FireRegion3
90.50337001,274.5714078,1.6,222,2,summer,FireRegion3
90.55289367,276.6802418,2.08,259,2,summer,FireRegion3
90.60243369,278.7905284,2.25,260,2,summer,FireRegion3
90.65199006,280.6907546,2.09,287,2,summer,FireRegion3
90.74034729,282.8423392,2.61,184,3,summer,FireRegion3
91.18441173,285.1309879,1.96,338,3,summer,FireRegion3
91.54334129,287.5048907,1.5,26,3,summer,FireRegion3
91.92257959,289.9961552,1.64,273,4,summer,FireRegion3
91.97257181,292.3914504,2.08,282,4,summer,FireRegion3
92.02258053,294.5403164,2.86,274,4,summer,FireRegion3
91.698236,296.5016298,2.36,240,4,summer,FireRegion3
91.74815415,298.7552842,3.05,244,4,summer,FireRegion3
