LandisData 	"Climate Data"
ClimateTable
<<EcoIndex      TimeStep      Month      AvgMinT      AvgMaxT      StdDevT      AvgPpt      StdDevPpt      PAR
     eco4      0      10            0.223238793           12.00944342        0      2.123156901      0      0
     eco4      0      11            -3.12967125           9.105244519         0      5.103400862      0      0
     eco4      0      12            -5.71693488           5.192562809         0      6.467929171      0      0
      eco5      0      1            -3.43243699           7.593643549         0      13.97781436      0      0
      eco5      0      2            -4.61306627           4.792258613         0      48.33710431      0      0
      eco5      0      3            -3.25421973           9.031203836         0      15.42140951      0      0
      eco5      0      4            -2.69664778           10.17923669         0      3.171752281      0      0
      eco5      0      5            0.200550969           15.27900277        0      2.441172991      0      0
      eco5      0      6            5.369418713           21.59539207        0      0.668841548      0      0
      eco5      0      7            6.769130527           22.19397942        0      1.67491693      0      0
      eco5      0      8            8.530529787           25.61233487        0      0.370782259      0      0
      eco5      0      9            2.121064045           15.09273205        0      6.550261115      0      0
      eco5      0      10            -0.1657666            13.53624459         0      1.202117027      0      0
      eco5      0      11            -3.1237193            10.28177023         0      2.510602541      0      0
      eco5      0      12            -5.8038743            6.081548818         0      3.763984503      0      0
    eco1      1      1            -8.539959561          4.050782043         0      8.892472557      0      0
    eco1      1      2            -6.720182558          5.396921782         0      11.01586937      0      0
    eco1      1      3            -4.709908494          7.215493402         0      7.40934891      0      0
    eco1      1      4            -0.515464982          15.31272135         0      1.400697854      0      0
    eco1      1      5          2.325792925             16.409132        0      1.901239214      0      0
    eco1      1      6           5.361354121            22.3726964        0      1.651379739      0      0
    eco1      1      7           5.429215345            23.3132633        0      0.090632549      0      0
    eco1      1      8            7.367447775           26.65151662        0      0.082784254      0      0
    eco1      1      9            4.916476724           23.77407997        0      0.174052787      0      0
    eco1      1      10            2.43578617            18.33303782       0      3.227672675      0      0
    eco1      1      11            -2.832563547          8.779233971         0      4.85013522      0      0
    eco1      1      12            -7.745791877          1.897192126         0      12.49445517      0      0
     eco2      1      1            -8.519401335          2.831264553         0      10.96983216      0      0
     eco2      1      2            -7.05862051           3.942792819        0      13.01813083      0      0
     eco2      1      3            -5.280713667          5.713457942         0      9.657871807      0      0
     eco2      1      4            -1.026576875          13.57865204         0      2.293463335      0      0
     eco2      1      5            2.121591095           14.42289658        0      2.833559178      0      0
     eco2      1      6            5.756697972           20.36582413        0      1.995845647      0      0
     eco2      1      7            6.316653456           21.20739442        0      0.400710719      0      0
     eco2      1      8            8.263571144           24.61062267        0      0.432559529      0      0
     eco2      1      9            5.743076254           21.83273521        0      0.53356121      0      0
     eco2      1      10            3.0637218             16.61230225      0      3.938631503      0      0
     eco2      1      11            -2.76119396           7.299430922         0      6.141180562      0      0
     eco2      1      12            -7.57442534           0.784580448         0      14.14421938      0      0
     eco3      1      1            -9.271071602          2.209263608         0      12.08218238      0      0
     eco3      1      2            -7.945434838          3.211198693         0      14.3076158      0      0
     eco3      1      3           -6.271630896           4.90193336         0      10.85781536      0      0
     eco3      1      4            -2.073195531          12.45498874         0      2.846954417      0      0
     eco3      1      5            1.237147758           13.17646179        0      3.352025058      0      0
     eco3      1      6            5.028136448           18.98414422        0      2.107132234      0      0
     eco3      1      7            5.63013558            19.76871496       0      0.616655076      0      0
     eco3      1      8            7.5178018             23.19260037      0      0.488554368      0      0
     eco3      1      9            4.995252363           20.57027843        0      0.611776284      0      0
     eco3      1      10            2.333995413           15.51460178        0      4.143126907      0      0
     eco3      1      11            -3.54422373           6.617988884         0      7.187542778      0      0
     eco3      1      12            -8.30320409           0.297912341         0      15.40328601      0      0
     eco4      1      1            -8.863382432          2.369066526         0      13.83289358      0      0
     eco4      1      2            -7.478455593          3.423763817         0      15.76790418      0      0
     eco4      1      3            -5.700973034          5.159645935         0      12.09811877      0      0
     eco4      1      4            -1.496670977          12.73512533         0      3.421643715      0      0
     eco4      1      5            1.755414107           13.50273623        0      3.403010173      0      0
     eco4      1      6            5.559372707           19.40646236        0      2.154884027      0      0
     eco4      1      7            6.257549422           20.23556033        0      0.471745713      0      0
     eco4      1      8            8.15757819            23.63697203       0      0.395088589      0      0
     eco4      1      9            5.568261549           20.94267959        0      0.758717243      0      0
     eco4      1      10            2.852474446           15.75555233        0      4.797820906      0      0
     eco4      1      11            -3.05014299           6.776711594         0      8.867528191      0      0
     eco4      1      12            -7.84013947           0.397238467        0      16.86254922      0      0
      eco5      1      1            -8.79696021           3.323957587         0      10.662564      0      0
      eco5      1      2           -7.1764715             4.52678341       0      12.58463723      0      0
      eco5      1      3            -5.28850314           6.299776338         0      8.956854133      0      0
      eco5      1      4            -1.04276956           14.22224224         0      1.869292603      0      0
      eco5      1      5            1.967875987           15.17097103        0      2.51766224      0      0
      eco5      1      6            5.27827501            21.11620697       0      1.814398888      0      0
      eco5      1      7            5.576641471           21.98606697        0      0.30881978      0      0
      eco5      1      8            7.508015987           25.36000791        0      0.235487716      0      0
      eco5      1      9            5.00209461            22.54863508       0      0.32264015      0      0
      eco5      1      10            2.46346899            17.28235353        0      3.692495679      0      0
      eco5      1      11           -3.04419113            7.95323719         0      5.753367873      0      0
      eco5      1      12            -7.9270790            1.286224505         0      13.97093065      0      0
    eco1      2      1            -7.414088609          4.346789904         0      9.872246492      0      0
    eco1      2      2            -5.973665852          9.245876679         0      1.925180798      0      0
    eco1      2      3            -4.314765043          10.38054641         0      2.080624093      0      0
    eco1      2      4           -1.25182577            12.2700897        0      3.096584948      0      0
    eco1      2      5            -0.158503275          15.64927284         0      2.535397239      0      0
    eco1      2      6            4.805322425           21.08895731        0      1.901815738      0      0
    eco1      2      7            8.844777032           27.65224384        0      0.539581976      0      0
    eco1      2      8            8.433667608           27.04842535        0      0.353353038      0      0
    eco1      2      9            4.6778833             23.32740271      0      0.199020599      0      0
    eco1      2      10            2.100455921           21.10670675        0      0.750573671      0      0
    eco1      2      11            -3.29600773           7.413332931        0      19.50027426      0      0
    eco1      2      12            -8.289147702          3.804314289         0      10.67240075      0      0
     eco2      2      1            -7.39353038           3.127272425        0      11.9499019      0      0
     eco2      2      2            -6.312103794          7.791747733         0      3.026212601      0      0
     eco2      2      3            -4.885570199          8.878510849         0      3.472471984      0      0
     eco2      2      4            -1.762937663          10.53602032         0      4.333402249      0      0
     eco2      2      5            -0.362705106          13.66303746         0      3.468279988      0      0
     eco2      2      6          5.200666278             19.082085        0      2.24628167      0      0
     eco2      2      7            9.732215124           25.54637499        0      0.875371998      0      0
     eco2      2      8            9.329791114           25.00753142        0      0.767174542      0      0
     eco2      2      9            5.504482903           21.38605793        0      0.581089013      0      0
     eco2      2      10           2.728391551            19.3859711        0      1.259083179      0      0
     eco2      2      11           -3.224638136           5.93352989         0      20.92470206      0      0
     eco2      2      12            -8.11778119           2.691702663         0      12.32216496      0      0
     eco3      2      1            -8.145200757          2.505271485         0      13.06225217      0      0
     eco3      2      2           -7.198918026           7.06015363         0      3.897748528      0      0
     eco3      2      3            -5.8764874            8.066986282       0      4.197396482      0      0
     eco3      2      4            -2.809556319          9.412356889         0      5.066293422      0      0
     eco3      2      5            -1.247148448          12.41660271         0      3.986745866      0      0
     eco3      2      6            4.472104776           17.70040495        0      2.35756828      0      0
     eco3      2      7            9.045697256           24.10769554        0      1.108704914      0      0
     eco3      2      8            8.584021676           23.58950907        0      0.854743628      0      0
     eco3      2      9            4.756658949           20.12360137        0      0.664445844      0      0
     eco3      2      10           1.998665161            18.2882706        0      1.278911094      0      0
     eco3      2      11            -4.00766794           5.252087881         0      22.01099303      0      0
     eco3      2      12            -8.84655977           2.205034574         0      13.58123168      0      0
     eco4      2      1            -7.737511548          2.665074392         0      14.81296348      0      0
     eco4      2      2            -6.731938851          7.272718764         0      5.078575456      0      0
     eco4      2      3            -5.30582954           8.324698845        0      5.361395947      0      0
     eco4      2      4            -2.233031768          9.692493556         0      5.644530426      0      0
     eco4      2      5            -0.728882096          12.74287713         0      4.036795656      0      0
     eco4      2      6            5.003341021           18.12272315        0      2.405320067      0      0
     eco4      2      7            9.673111098           24.57454107        0      0.947076038      0      0
     eco4      2      8            9.223798232           24.03388085        0      0.726251342      0      0
     eco4      2      9            5.329668215           20.49600242        0      0.822846577      0      0
     eco4      2      10           2.517144191            18.5292212        0      1.844859563      0      0
     eco4      2      11            -3.51358719           5.410810588         0      23.69228871      0      0
     eco4      2      12            -8.38349526           2.304360685         0      15.04049489      0      0
      eco5      2      1            -7.67108936           3.619965459         0      11.64263371      0      0
      eco5      2      2            -6.42995476           8.375738327         0      2.616789596      0      0
      eco5      2      3            -4.89335964           9.464829284         0      2.786460411      0      0
      eco5      2      4            -1.77913035           11.17961052         0      3.89698947      0      0
      eco5      2      5            -0.51642021           14.41111188         0      3.152383056      0      0
      eco5      2      6            4.722243327           19.83246786        0      2.064834897      0      0
      eco5      2      7            8.992203141           26.32504774        0      0.785682387      0      0
      eco5      2      8            8.574235888           25.75691658        0      0.55280031      0      0
      eco5      2      9           4.763501167            22.1019579        0      0.355793706      0      0
      eco5      2      10            2.12813877            20.05602256       0      1.000053727      0      0
      eco5      2      11            -3.5076353            6.587336172         0      20.54328347      0      0
      eco5      2      12            -8.4704348            3.193346697         0      12.1488762      0      0
    eco1      3      1            -10.01527292          5.128570643         0      4.589767928      0      0
    eco1      3      2           -8.976005903           3.56096522         0      7.539471335      0      0
    eco1      3      3            -2.912880429          7.922444452         0      24.23638795      0      0
    eco1      3      4            -0.99843665           14.16152819        0      3.89208684      0      0
    eco1      3      5            0.785345932           15.34943253        0      2.755294803      0      0
    eco1      3      6            4.817220928           21.26990175        0      3.267864145      0      0
    eco1      3      7          6.759053693             25.503672        0      0.115566899      0      0
    eco1      3      8            5.749145543           23.51465101        0      2.687593588      0      0
    eco1      3      9            4.051893953           20.79631674        0      6.414456573      0      0
    eco1      3      10            -0.652349666          14.17134619         0      8.46000205      0      0
    eco1      3      11           -3.722294904           11.4538021         0      7.848422615      0      0
    eco1      3      12            -6.002978664          8.989137768         0      1.868230529      0      0
     eco2      3      1            -9.994714625          3.909053181         0      6.191132562      0      0
     eco2      3      2            -9.314443861          2.106836305         0      9.482879134      0      0
     eco2      3      3            -3.483685602          6.420409064         0      26.49320558      0      0
     eco2      3      4            -1.509548543          12.42745881         0      5.153877173      0      0
     eco2      3      5            0.581144098           13.36319745        0      3.688177514      0      0
     eco2      3      6            5.212564777           19.26302948        0      3.612330049      0      0
     eco2      3      7            7.646491908           23.39780313        0      0.43683758      0      0
     eco2      3      8            6.645269064           21.47375706        0      3.104066546      0      0
     eco2      3      9            4.878493489           18.85497193        0      7.079303536      0      0
     eco2      3      10            -0.02441403           12.45061066         0      9.170960875      0      0
     eco2      3      11            -3.65092531           9.973999071        0      9.272850437      0      0
     eco2      3      12            -5.83161215           7.876526099         0      2.926748801      0      0
     eco3      3      1            -10.74638487          3.287052245         0      7.139917418      0      0
     eco3      3      2            -10.20125812          1.375242222         0      10.76607656      0      0
     eco3      3      3            -4.474602832          5.608884463         0      27.69314911      0      0
     eco3      3      4            -2.556167199          11.30379541         0      5.888146937      0      0
     eco3      3      5            -0.303299239          12.11676271         0      4.206643365      0      0
     eco3      3      6            4.48400323            17.88134961       0      3.723616636      0      0
     eco3      3      7            6.959973944           21.95912367        0      0.657761022      0      0
     eco3      3      8            5.899499615           20.05573476        0      3.191635642      0      0
     eco3      3      9            4.130669599           17.59251522        0      7.1950681      0      0
     eco3      3      10            -0.75414042           11.35291015         0      9.375456286      0      0
     eco3      3      11            -4.43395511           9.292557049         0      10.35914138      0      0
     eco3      3      12           -6.560390756           7.38985799         0      3.785710197      0      0
     eco4      3      1            -10.33869577          3.446855158         0      8.891215981      0      0
     eco4      3      2           -9.734278902           1.58780733         0      12.22636494      0      0
     eco4      3      3            -3.903944969          5.866597046         0      28.93345238      0      0
     eco4      3      4            -1.979642657          11.58393208         0      6.465228031      0      0
     eco4      3      5           0.214967108            12.4430371        0      4.256693123      0      0
     eco4      3      6            5.015239508           18.30366775        0      3.77136842      0      0
     eco4      3      7            7.58738789            22.42596904       0      0.508532926      0      0
     eco4      3      8            6.539276135           20.50010642        0      3.06270913      0      0
     eco4      3      9            4.703678817           17.96491623        0      7.449893245      0      0
     eco4      3      10            -0.23566139           11.59386077         0      10.03015029      0      0
     eco4      3      11            -3.93987436           9.451279696         0      12.04043709      0      0
     eco4      3      12            -6.09732624           7.489184144         0      5.053330855      0      0
      eco5      3      1            -10.2722736           4.401746215         0      5.825578789      0      0
      eco5      3      2            -9.43229482           2.690826879         0      9.061569558      0      0
      eco5      3      3            -3.49147507           7.006727388         0      25.79218785      0      0
      eco5      3      4            -1.52574124           13.07104901         0      4.714133556      0      0
      eco5      3      5            0.427428993           14.11127177        0      3.372280555      0      0
      eco5      3      6            4.734141813           20.01341233        0      3.430883291      0      0
      eco5      3      7            6.906479858           24.17647568        0      0.344937074      0      0
      eco5      3      8            5.889713809           22.22314229        0      2.889692318      0      0
      eco5      3      9            4.137511823           19.57087191        0      6.723848903      0      0
      eco5      3      10            -0.6246668            13.12066199         0      8.924825064      0      0
      eco5      3      11            -3.9339225            10.62780533         0      8.891431786      0      0
      eco5      3      12            -6.1842657            8.378170086         0      2.538959359      0      0
    eco1      4      1            -7.188098725          5.710955178         0      8.506226172      0      0
    eco1      4      2            -10.06841916          4.354447979         0      9.340098427      0      0
    eco1      4      3            -4.232765927          9.642496454         0      3.471380497      0      0
    eco1      4      4            -0.25446554           13.60081347        0      4.198813472      0      0
    eco1      4      5            0.547574034           14.16363674        0      5.738676955      0      0
    eco1      4      6            3.898209658           20.64740801        0      1.111856853      0      0
    eco1      4      7            7.903763499           25.79599416        0      1.287174245      0      0
    eco1      4      8            6.983156146           24.41946668        0      2.266393653      0      0
    eco1      4      9            5.160793988           22.31297743        0      2.113351441      0      0
    eco1      4      10            0.920135124           18.22789583        0      1.376447115      0      0
    eco1      4      11            -4.478305407          10.31076156         0      3.075699662      0      0
    eco1      4      12            -10.59041126          3.808832771         0      4.417189845      0      0
     eco2      4      1            -7.167540467          4.491437635         0      10.57985737      0      0
     eco2      4      2           -10.40685712           2.90031897         0      11.34235045      0      0
     eco2      4      3            -4.803571097          8.140460857         0      5.175051548      0      0
     eco2      4      4            -0.765577433          11.86674409         0      5.460603765      0      0
     eco2      4      5            0.343372206           12.17740166        0      6.671559697      0      0
     eco2      4      6            4.293553463           18.64053575        0      1.45632276      0      0
     eco2      4      7            8.791201678           23.69012529        0      1.622964276      0      0
     eco2      4      8            7.879279541           22.37857273        0      2.682866626      0      0
     eco2      4      9            5.987393546           20.37163265        0      2.778198462      0      0
     eco2      4      10            1.548070759           16.50716005        0      1.921450125      0      0
     eco2      4      11            -4.40693581           8.830958617        0      4.11339747      0      0
     eco2      4      12            -10.4190447           2.696221095         0      5.824541233      0      0
     eco3      4      1            -7.919210688          3.869436673         0      11.69220762      0      0
     eco3      4      2            -11.29367143          2.168724826         0      12.63183546      0      0
     eco3      4      3            -5.794488364          7.328936265         0      6.18205979      0      0
     eco3      4      4            -1.812196089          10.74308068         0      6.194873515      0      0
     eco3      4      5            -0.541071135          10.93096692         0      7.190025567      0      0
     eco3      4      6            3.564992003           17.25885592        0      1.567609348      0      0
     eco3      4      7            8.104683744           22.25144583        0      1.856297189      0      0
     eco3      4      8            7.133510182           20.96055043        0      2.770435715      0      0
     eco3      4      9            5.239569631           19.10917609        0      2.893963012      0      0
     eco3      4      10            0.818344371           15.40945936        0      2.010969724      0      0
     eco3      4      11            -5.18996563           8.149516591         0      4.873267168      0      0
     eco3      4      12            -11.1478233           2.209552994         0      7.010654262      0      0
     eco4      4      1            -7.511521562          4.029239577         0      13.44291888      0      0
     eco4      4      2            -10.82669223          2.381289959         0      14.09212384      0      0
     eco4      4      3            -5.223830465          7.586648873         0      7.42109487      0      0
     eco4      4      4            -1.235671539          11.02321736         0      6.77195457      0      0
     eco4      4      5            -0.022804784          11.25724131         0      7.240075347      0      0
     eco4      4      6            4.096228192           17.68117402        0      1.615361141      0      0
     eco4      4      7           8.732097638            22.7182912        0      1.694668321      0      0
     eco4      4      8            7.773286609           21.40492209        0      2.641509216      0      0
     eco4      4      9            5.812578867           19.48157714        0      3.1487882      0      0
     eco4      4      10            1.336823391           15.65041005        0      2.675871725      0      0
     eco4      4      11            -4.69588487           8.308239336         0      6.544269599      0      0
     eco4      4      12            -10.6847588           2.308879116         0      8.480586671      0      0
      eco5      4      1            -7.44509940           4.984130696         0      10.2725892      0      0
      eco5      4      2            -10.5247081           3.484309576         0      10.90885692      0      0
      eco5      4      3            -4.81136058           8.726779295         0      4.439255726      0      0
      eco5      4      4            -0.78177013           12.51033429        0      5.020860167      0      0
      eco5      4      5            0.189657097           12.92547594        0      6.355662734      0      0
      eco5      4      6            3.815130527           19.39091861        0      1.274876001      0      0
      eco5      4      7            8.051189622           24.46879784        0      1.533274671      0      0
      eco5      4      8            7.123724366           23.12795797        0      2.468492379      0      0
      eco5      4      9            5.246411859           21.08753262        0      2.422743825      0      0
      eco5      4      10           0.94781796             17.1772115       0      1.668187746      0      0
      eco5      4      11            -4.6899330            9.484764792         0      3.596254615      0      0
      eco5      4      12            -10.771698            3.197865154        0      5.653271631      0      0
    eco1      5      1            -6.954404167          7.083711471         0      2.098805555      0      0
    eco1      5      2            -3.421703477          10.63630832         0      3.506527397      0      0
    eco1      5      3            -6.521174919          3.901014652         0      31.00481101      0      0
    eco1      5      4            -3.893359382          9.926821372         0      2.486792423      0      0
    eco1      5      5            -1.116143922          12.34944553         0      4.239889908      0      0
    eco1      5      6            3.2153412             18.86187791      0      1.509231941      0      0
    eco1      5      7           7.654291098            26.3458637        0      1.026316627      0      0
    eco1      5      8            7.304153172           25.05170698        0      2.501894125      0      0
    eco1      5      9            5.295179664           23.61877882        0      0.996083527      0      0
    eco1      5      10           1.594434423            17.6248361        0      7.948034553      0      0
    eco1      5      11            -3.144795282          9.869675187         0      6.133367916      0      0
    eco1      5      12            -6.849487653          5.978955395         0      4.358657582      0      0
     eco2      5      1            -6.933845859          5.864193979         0      3.293568799      0      0
     eco2      5      2            -3.760141434          9.182179355         0      4.843389792      0      0
     eco2      5      3            -7.091980128          2.398979076         0      33.26162872      0      0
     eco2      5      4            -4.404471272          8.192752239         0      3.643121122      0      0
     eco2      5      5            -1.320345753          10.36321035         0      5.172772706      0      0
     eco2      5      6            3.610685055           16.85500562        0      1.853697854      0      0
     eco2      5      7            8.541729225           24.23999482        0      1.362106662      0      0
     eco2      5      8            8.200276633           23.01081303        0      2.918367083      0      0
     eco2      5      9            6.121779159           21.67743404        0      1.647844213      0      0
     eco2      5      10            2.222370051           15.90410045        0      8.658993315      0      0
     eco2      5      11            -3.07342570           8.389872131         0      7.542560345      0      0
     eco2      5      12            -6.67812115           4.866343722         0      5.756385363      0      0
     eco3      5      1            -7.68551593           5.242193026        0      3.871774861      0      0
     eco3      5      2            -4.646955763          8.450585255         0      5.874900906      0      0
     eco3      5      3            -8.082897487          1.587454502         0      34.46157227      0      0
     eco3      5      4            -5.451089925          7.069089065         0      4.358092884      0      0
     eco3      5      5            -2.204789094          9.116775623         0      5.691238636      0      0
     eco3      5      6            2.882123536           15.47332559        0      1.964984449      0      0
     eco3      5      7            7.855211338           22.80131536        0      1.59543959      0      0
     eco3      5      8            7.454507238           21.59279072        0      3.00593618      0      0
     eco3      5      9            5.373955293           20.41497749        0      1.763504963      0      0
     eco3      5      10            1.492643661           14.80639995        0      8.863488721      0      0
     eco3      5      11            -3.85645558           7.708430125         0      8.62885129      0      0
     eco3      5      12            -7.40689986           4.379675614         0      6.937276576      0      0
     eco4      5      1            -7.27782691           5.401995962        0      5.294898293      0      0
     eco4      5      2            -4.179976519          8.663150329         0      7.335131534      0      0
     eco4      5      3            -7.512239524          1.845167073         0      35.70187566      0      0
     eco4      5      4            -4.874565363          7.349225694         0      4.943803397      0      0
     eco4      5      5            -1.686522739          9.443050056         0      5.741288389      0      0
     eco4      5      6            3.413359782           15.89564377        0      2.012736241      0      0
     eco4      5      7            8.482625169           23.26816073        0      1.433810704      0      0
     eco4      5      8            8.094283686           22.03716238        0      2.877009677      0      0
     eco4      5      9            5.946964493           20.78737853        0      2.018330144      0      0
     eco4      5      10            2.011122686           15.04735055        0      9.518182705      0      0
     eco4      5      11            -3.36237477           7.867152821         0      10.31014721      0      0
     eco4      5      12            -6.94383527           4.479001742         0      8.407314858      0      0
      eco5      5      1         -7.211404778             6.356887         0      2.828864231      0      0
      eco5      5      2            -3.87799241           9.766169997         0      4.374036556      0      0
      eco5      5      3            -7.09976962           2.985297502        0      32.56061121      0      0
      eco5      5      4            -4.42066395           8.836342379         0      3.204428556      0      0
      eco5      5      5            -1.47406085           11.11128459         0      4.856875716      0      0
      eco5      5      6            3.1322621             17.60538843      0      1.672251091      0      0
      eco5      5      7            7.801717215           25.01866738        0      1.272417056      0      0
      eco5      5      8            7.444721433           23.76019826        0      2.703992857      0      0
      eco5      5      9            5.380797525           22.39333401        0      1.292285786      0      0
      eco5      5      10           1.622117265            16.5741519        0      8.412857499      0      0
      eco5      5      11            -3.3564229            9.043678411         0      7.161141634      0      0
      eco5      5      12            -7.0307747            5.367987763         0      5.58162534      0      0
    eco1      6      1            -7.390140893          6.401724407         0      3.084085252      0      0
    eco1      6      2            -3.862809536          6.479129951         0      11.51743408      0      0
    eco1      6      3            -3.475738299          9.044336325         0      4.777566462      0      0
    eco1      6      4            -0.171141108          15.09338865         0      1.426427948      0      0
    eco1      6      5            2.937974354           20.42408709        0      0.898344711      0      0
    eco1      6      6            4.530433902           20.44019556        0      4.811564371      0      0
    eco1      6      7            6.379825506           23.56003498        0      2.041242978      0      0
    eco1      6      8            7.887999143           26.10222501        0      1.26239242      0      0
    eco1      6      9            4.410556028           23.04439985        0      0.570520932      0      0
    eco1      6      10            1.29517786            17.22472431       0      7.635553019      0      0
    eco1      6      11            -4.130966861          9.262575293         0      2.170336003      0      0
    eco1      6      12            -9.241239198          2.667643909         0      27.64212719      0      0
     eco2      6      1            -7.369582661          5.182206927         0      4.417586416      0      0
     eco2      6      2            -4.201247481          5.025001053         0      13.51969557      0      0
     eco2      6      3            -4.046543467          7.542300818         0      6.752797745      0      0
     eco2      6      4            -0.682253001          13.35931934         0      2.327681049      0      0
     eco2      6      5           2.733772522            18.4378521        0      1.670828684      0      0
     eco2      6      6            4.925777752           18.43332331        0      5.156030273      0      0
     eco2      6      7            7.267263617           21.45416613        0      2.377033011      0      0
     eco2      6      8            8.784122682           24.06133106        0      1.67886538      0      0
     eco2      6      9            5.237155603           21.10305506        0      1.151028747      0      0
     eco2      6      10            1.92311349            15.50398876       0      8.346511809      0      0
     eco2      6      11            -4.05959729           7.782772466         0      3.160032514      0      0
     eco2      6      12            -9.06987268           1.555032232         0      29.29189132      0      0
     eco3      6      1            -8.121253041          4.560206011         0      5.125981022      0      0
     eco3      6      2            -5.088061735          4.293406995         0      14.80918061      0      0
     eco3      6      3            -5.037460739          6.730776245         0      7.898368328      0      0
     eco3      6      4            -1.728871657          12.23565593         0      2.889241668      0      0
     eco3      6      5            1.849329184           17.19141726        0      2.170028303      0      0
     eco3      6      6            4.197216228           17.05164349        0      5.267316835      0      0
     eco3      6      7            6.580745741           20.01548668        0      2.610365928      0      0
     eco3      6      8            8.038353206           22.64330876        0      1.766434469      0      0
     eco3      6      9            4.48933168            19.84059843       0      1.257110291      0      0
     eco3      6      10            1.193387101           14.40628825        0      8.551007194      0      0
     eco3      6      11            -4.84262702           7.101330504         0      3.773030761      0      0
     eco3      6      12            -9.79865134           1.068364127         0      30.55095796      0      0
     eco4      6      1            -7.713563832          4.720008881         0      6.789463625      0      0
     eco4      6      2            -4.621082532          4.505972101         0      16.26946904      0      0
     eco4      6      3            -4.466802826          6.988488798         0      9.154774951      0      0
     eco4      6      4            -1.152347106          12.51579269         0      3.463174603      0      0
     eco4      6      5            2.367595535           17.51769156        0      2.222198715      0      0
     eco4      6      6            4.728452486           17.47396162        0      5.315068666      0      0
     eco4      6      7           7.208159583            20.4823322        0      2.448737038      0      0
     eco4      6      8            8.678129723           23.08768042        0      1.637507974      0      0
     eco4      6      9            5.062340922           20.21299944        0      1.508499102      0      0
     eco4      6      10            1.711866126           14.64723883        0      9.205701221      0      0
     eco4      6      11            -4.34854630           7.260053189         0      5.262459458      0      0
     eco4      6      12            -9.33558674           1.167690251         0      32.01022091      0      0
      eco5      6      1            -7.64714165           5.674899955         0      3.937814735      0      0
      eco5      6      2            -4.31909845           5.608991634         0      13.08620205      0      0
      eco5      6      3            -4.05433294           8.128619227         0      6.061321636      0      0
      eco5      6      4            -0.69844569           14.00290951         0      1.899855314      0      0
