FFMC,BUI,WSV,WINDDir,FWIBin,Season,Ecoregion
88.90993713,52.11316094,4.07,270,1,summer,FireRegion13
88.90993713,52.11316094,4.07,270,1,summer,FireRegion14
88.90993713,52.11316094,4.07,270,1,summer,FireRegion15
88.90993713,52.11316094,4.07,270,1,summer,FireRegion16
88.90993713,52.11316094,4.07,270,1,summer,FireRegion17
88.90993713,52.11316094,4.07,270,1,summer,FireRegion18
88.90993713,52.11316094,4.07,270,1,summer,FireRegion1
88.90993713,52.11316094,4.07,270,1,summer,FireRegion2
88.90993713,52.11316094,4.07,270,1,summer,FireRegion3
88.90993713,52.11316094,4.07,270,1,summer,FireRegion4
88.90993713,52.11316094,4.07,270,1,summer,FireRegion5
88.90993713,52.11316094,4.07,270,1,summer,FireRegion6
88.90993713,52.11316094,4.07,270,1,summer,FireRegion7
88.90993713,52.11316094,4.07,270,1,summer,FireRegion8
88.90993713,52.11316094,4.07,270,1,summer,FireRegion9
86.85315697,66.87362435,3.55,283,1,summer,FireRegion12
88.62247851,69.45572215,4.42,300,1,summer,FireRegion12
89.35507788,72.1084662,3.51,265,1,summer,FireRegion12
89.40422244,74.54473489,3,290,1,summer,FireRegion12
89.45338322,76.92247548,3.44,311,1,summer,FireRegion12
89.50256023,79.21754557,2.4,300,1,summer,FireRegion12
89.55175347,81.57726116,3.34,258,1,summer,FireRegion12
88.93061079,83.58864625,3.49,28,1,summer,FireRegion12
89.21506793,86.24938574,3.28,275,1,summer,FireRegion12
89.26416626,88.68006361,3.17,259,1,summer,FireRegion12
89.31328081,91.22300376,3.29,300,1,summer,FireRegion12
89.95595838,94.17568848,3.3,305,1,summer,FireRegion12
90.8022374,97.4219845,3.38,97,1,summer,FireRegion12
90.57572882,99.96085559,2.43,89,1,summer,FireRegion12
89.64006811,102.092558,3.47,305,1,summer,FireRegion12
88.84950674,104.0439003,3.01,279,1,summer,FireRegion12
87.89759883,105.7480455,2.74,268,1,summer,FireRegion12
86.97468154,107.2550395,3.21,281,1,summer,FireRegion12
87.02304021,108.9348574,3.35,274,1,summer,FireRegion12
87.07141484,110.8790803,3.31,250,1,summer,FireRegion12
87.11980544,112.9288667,3.06,254,1,summer,FireRegion12
87.16821202,114.9774944,3.28,262,1,summer,FireRegion12
88.28078478,117.4962096,3.49,285,1,summer,FireRegion12
90.02796625,120.5853792,2.94,271,1,summer,FireRegion12
91.76491864,124.2130346,3.52,262,2,summer,FireRegion12
92.18155554,127.8309489,3.67,249,2,summer,FireRegion12
92.23163326,131.3420027,2.68,272,2,summer,FireRegion12
92.28172751,134.7287571,3.43,125,2,summer,FireRegion12
92.3318383,138.1982333,3.36,290,2,summer,FireRegion12
92.38196564,141.7401981,3.36,290,3,summer,FireRegion12
92.00195584,144.6624762,3.78,272,2,summer,FireRegion12
91.82112481,147.5573771,3.43,230,2,summer,FireRegion12
91.87108353,150.7360629,4.24,243,3,summer,FireRegion12
91.92105875,153.7223455,3.3,263,2,summer,FireRegion12
91.35359743,156.2991393,3.34,281,2,summer,FireRegion12
91.23694735,158.9301519,3.38,116,2,summer,FireRegion12
91.28671321,161.6102977,3.23,289,2,summer,FireRegion12
91.33649549,164.3797265,3.73,289,2,summer,FireRegion12
91.07341664,166.9294275,3.43,142,2,summer,FireRegion12
91.1231285,169.5752238,2.43,311,2,summer,FireRegion12
91.17285678,172.4139809,2.71,298,2,summer,FireRegion12
91.22260148,175.197076,3.41,288,2,summer,FireRegion12
91.2723626,177.9812128,2.63,301,2,summer,FireRegion12
90.90352289,180.4500654,2.58,290,2,summer,FireRegion12
90.72963646,182.927804,3.87,279,2,summer,FireRegion12
90.6639401,185.4211367,4.66,295,2,summer,FireRegion12
90.64172003,187.918906,3.82,293,2,summer,FireRegion12
90.47715577,190.3310725,2.99,278,2,summer,FireRegion12
90.52667078,193.0318261,3.18,288,2,summer,FireRegion12
90.57620214,195.6787209,3.2,284,2,summer,FireRegion12
90.62574985,198.5490382,3.22,272,2,summer,FireRegion12
90.93522125,201.5505602,2.36,279,2,summer,FireRegion12
91.75474453,204.8601635,2.89,273,3,summer,FireRegion12
91.80468133,207.9795992,2.99,313,3,summer,FireRegion12
91.85463463,211.0741809,2.1,292,2,summer,FireRegion12
92.25017503,214.6972985,1.88,275,3,summer,FireRegion12
92.53848389,218.4112762,1.75,277,3,summer,FireRegion12
92.63598255,222.1469657,3.04,289,3,summer,FireRegion12
93.21248081,226.1864882,2.35,251,4,summer,FireRegion12
93.02745915,229.450129,3.01,248,4,summer,FireRegion12
92.13341348,232.1793764,3.49,264,3,summer,FireRegion12
91.72657745,234.8774451,3.19,246,3,summer,FireRegion12
91.25099691,237.4066423,3.36,263,2,summer,FireRegion12
91.30076741,240.3153595,3.23,279,2,summer,FireRegion12
91.35055433,243.3888923,2.5,275,2,summer,FireRegion12
91.8791229,246.4763225,2.24,272,3,summer,FireRegion12
93.04365836,250.0064738,3,270,4,summer,FireRegion12
93.9152014,253.8439285,3.18,273,4,summer,FireRegion12
93.67184081,256.9227107,3.96,279,5,summer,FireRegion12
93.37403417,259.8710562,4.26,289,4,summer,FireRegion12
92.73177432,262.4872115,3.45,286,4,summer,FireRegion12
92.77489398,265.3007928,3.58,274,4,summer,FireRegion12
92.50079417,267.9694242,3.64,275,3,summer,FireRegion12
92.55097729,270.8859277,3.64,250,3,summer,FireRegion12
92.60117697,273.8100853,2.9,35,3,summer,FireRegion12
92.65139323,276.6508728,2.27,274,3,summer,FireRegion12
92.70162606,279.4860226,1.95,266,3,summer,FireRegion12
92.75187548,282.3860259,2.79,278,3,summer,FireRegion12
92.2985857,284.9084784,3.46,279,3,summer,FireRegion12
90.94265526,286.8701261,3.21,277,2,summer,FireRegion12
90.74917098,289.0099086,3.04,335,2,summer,FireRegion12
89.96778383,290.826705,3.24,266,2,summer,FireRegion12
89.74586085,292.7050951,4.24,268,2,summer,FireRegion12
89.89242229,295.0996687,2.99,160,2,summer,FireRegion12
89.94174425,297.4802529,3.7,335,2,summer,FireRegion12
89.99108249,299.611422,3.47,113,2,summer,FireRegion12
90.16843385,302.0886638,3.81,295,2,summer,FireRegion12
90.21784693,304.4042988,4.19,263,2,summer,FireRegion12
90.26727633,306.8694185,3.78,205,2,summer,FireRegion12
90.66185699,309.5142856,3.08,210,2,summer,FireRegion12
