FFMC,BUI,WSV,WINDDir,FWIBin,Season,Ecoregion
88.87415734,53.09756468,1.62,288,1,summer,FireRegion3
89.05667095,55.5589699,1.51,330,1,summer,FireRegion3
89.07656439,57.54244561,3.2,214,1,summer,FireRegion3
88.71172123,59.35254255,2.8,260,1,summer,FireRegion3
87.71765303,60.8264184,2.64,275,1,summer,FireRegion3
88.46672049,63.17971068,2.66,272,1,summer,FireRegion3
88.51557175,65.29442247,2.09,270,1,summer,FireRegion3
89.47446426,67.96129763,1.88,319,1,summer,FireRegion3
89.52364823,70.44437057,1.4,309,1,summer,FireRegion3
89.57284844,72.62702596,1.69,281,1,summer,FireRegion3
89.07787042,74.47613323,1.83,271,1,summer,FireRegion3
87.53404589,75.8215244,2.53,294,1,summer,FireRegion3
87.4144967,77.38297404,2.37,287,1,summer,FireRegion3
86.78360405,78.73123745,2.51,288,1,summer,FireRegion3
86.83189963,80.30488085,1.57,273,1,summer,FireRegion3
87.96682415,82.54377649,3.34,257,1,summer,FireRegion3
89.05452123,85.26573749,1.67,149,1,summer,FireRegion3
89.10356656,87.5118782,2.46,260,1,summer,FireRegion3
88.72716224,89.49517275,2.26,282,1,summer,FireRegion3
87.61842796,91.11733989,2.36,285,1,summer,FireRegion3
85.42970029,92.22933604,2.22,305,1,summer,FireRegion3
84.97521438,93.46570641,2.37,281,1,summer,FireRegion3
85.79078666,95.34499173,2.15,271,1,summer,FireRegion3
86.31482976,97.2986417,2.56,263,1,summer,FireRegion3
86.36297058,99.07759446,1.72,272,1,summer,FireRegion3
84.96649358,100.1997261,2.34,265,1,summer,FireRegion3
83.61353451,106.0203402,3.4,280,1,summer,FireRegion3
86.63321683,108.3896616,3.76,283,1,summer,FireRegion3
88.58871585,111.1404998,1.82,286,1,summer,FireRegion3
89.69321473,114.0777933,2.37,276,1,summer,FireRegion3
89.74247092,116.8376021,1.57,247,1,summer,FireRegion3
89.79174338,119.3525908,1.65,119,1,summer,FireRegion3
89.8410321,122.1016209,3.17,103,1,summer,FireRegion3
90.96152149,125.4156323,2.93,272,2,summer,FireRegion3
91.04809752,128.6237874,2.69,278,2,summer,FireRegion3
91.09780103,131.8096079,2.08,284,2,summer,FireRegion3
91.50757117,135.1859581,2.33,246,2,summer,FireRegion3
91.55742637,138.0982849,2.45,306,2,summer,FireRegion3
91.92362182,141.631528,2.65,278,3,summer,FireRegion3
91.97361439,144.9311239,2,285,3,summer,FireRegion3
91.68089647,147.7246117,1.19,289,2,summer,FireRegion3
91.7308089,150.8344941,1.61,281,3,summer,FireRegion3
91.7807378,153.886981,1.39,280,3,summer,FireRegion3
91.83068319,156.851047,1.48,264,3,summer,FireRegion3
91.32870951,159.4097447,2.13,297,2,summer,FireRegion3
91.37850566,162.4578905,2.88,295,3,summer,FireRegion3
91.42831825,165.4204706,1.81,273,3,summer,FireRegion3
91.47814728,168.4331864,1.13,288,2,summer,FireRegion3
91.52799277,171.2305429,1.61,276,3,summer,FireRegion3
91.57785472,174.2276919,2.14,218,3,summer,FireRegion3
91.62773312,177.3467252,0.98,200,3,summer,FireRegion3
91.677628,180.4332216,1.38,273,3,summer,FireRegion3
91.72753934,183.4401912,2.18,285,3,summer,FireRegion3
92.22854977,186.8853894,2.02,208,4,summer,FireRegion3
92.34468588,190.3196162,1.67,263,4,summer,FireRegion3
92.39481746,193.718595,1.25,268,4,summer,FireRegion3
92.44496558,197.1283214,2.7,276,4,summer,FireRegion3
92.49513027,200.7244382,2.45,278,4,summer,FireRegion3
92.604073,204.4473499,2.87,266,5,summer,FireRegion3
92.65608535,208.1950445,2.88,279,5,summer,FireRegion3
92.70631973,211.921873,1.83,249,4,summer,FireRegion3
92.7565707,215.5447567,1.16,264,4,summer,FireRegion3
93.22103174,219.5650796,1.47,249,5,summer,FireRegion3
93.27145264,223.4001953,1.46,252,5,summer,FireRegion3
92.63058819,226.3274225,1.44,265,4,summer,FireRegion3
92.68081416,229.6239244,1.83,284,4,summer,FireRegion3
92.73105671,233.2152157,1.96,301,4,summer,FireRegion3
92.78131584,236.7933437,1.71,143,4,summer,FireRegion3
92.83159157,240.5225494,1.57,313,4,summer,FireRegion3
93.5206814,244.6352296,1.95,287,5,summer,FireRegion3
93.31046773,247.9228622,2.2,261,5,summer,FireRegion3
93.36091816,251.4518038,3.04,280,5,summer,FireRegion3
93.25917019,254.7608373,1.42,276,5,summer,FireRegion3
92.49115451,257.2319427,1.15,259,4,summer,FireRegion3
92.54133444,260.2866169,2.07,231,4,summer,FireRegion3
93.15494954,263.7527702,1.69,251,5,summer,FireRegion3
93.31532735,267.2309835,1.95,303,5,summer,FireRegion3
93.36577938,270.4355382,1.45,284,5,summer,FireRegion3
93.41624807,273.5203665,1.37,73,5,summer,FireRegion3
93.46673343,276.5941371,3.02,291,5,summer,FireRegion3
93.27319491,279.4702514,2.98,291,5,summer,FireRegion3
92.55803706,281.9674616,2.41,274,5,summer,FireRegion3
92.56327176,284.6863458,1.62,287,4,summer,FireRegion3
92.6134755,287.7513873,1.35,289,4,summer,FireRegion3
93.48885896,291.3488634,1.08,272,5,summer,FireRegion3
93.53936829,294.6850311,1.89,9,5,summer,FireRegion3
93.50618257,297.6916424,2.94,304,5,summer,FireRegion3
93.20496531,300.5071404,1.1,118,5,summer,FireRegion3
93.1914491,303.4126991,2.33,222,5,summer,FireRegion3
92.74430915,306.0288102,1.1,294,4,summer,FireRegion3
90.31102849,307.6010234,1.99,285,2,summer,FireRegion3
90.36048865,309.7165418,1.01,282,2,summer,FireRegion3
89.8438525,311.5307275,1.3,282,2,summer,FireRegion3
89.86329453,313.4963736,1.24,259,2,summer,FireRegion3
89.59328844,315.3090924,1.47,255,2,summer,FireRegion3
90.18259519,317.796569,1.66,253,2,summer,FireRegion3
90.23201295,320.1555187,0.94,250,2,summer,FireRegion3
90.28144703,322.3803869,1.84,267,2,summer,FireRegion3
90.33089742,324.8346685,2.01,288,2,summer,FireRegion3
90.84349223,327.4908809,2.49,286,3,summer,FireRegion3
91.22810621,330.2474398,3,360,3,summer,FireRegion3
91.27786914,332.776688,3.06,191,4,summer,FireRegion3
91.05708512,335.0014577,3.82,202,4,summer,FireRegion3
90.33615897,336.9051131,1.11,279,2,summer,FireRegion3
89.71274168,338.3264687,1.22,255,2,summer,FireRegion3
