LandisData 	"Climate Data"
ClimateTable
<<EcoIndex TimeStep Month AvgMinT	AvgMaxT		StdDevT		AvgPpt		StdDevPpt	PAR
eco2	17	12	-8.874127286	3.401704064	3.044626385	15.85452086	7.323753283	0
eco3	17	1	-8.078714071	4.455972919	1.946238205	8.67015289	5.906939824	0
eco3	17	2	-6.904212326	5.197996514	1.498658271	21.59648057	6.524563279	0
eco3	17	3	-5.119834358	8.279618667	1.24091238	11.70664544	8.619479544	0
eco3	17	4	-3.920167296	10.98358491	1.695883639	8.439888751	6.001290563	0
eco3	17	5	-0.979050201	15.59578279	1.617349229	5.572964135	4.177633629	0
eco3	17	6	3.365330883	21.37858757	2.105924298	2.364143966	2.653746804	0
eco3	17	7	6.210458255	25.1372979	1.749624953	1.15449019	1.393918287	0
eco3	17	8	5.614841726	25.36573413	1.144166811	1.896154522	1.788760344	0
eco3	17	9	2.926265532	20.93251139	1.156369429	3.888144949	2.547642241	0
eco3	17	10	-1.770504319	14.24103901	2.464845841	5.138946106	3.977799626	0
eco3	17	11	-5.470453248	8.017648274	1.631943243	15.1774508	8.738965227	0
eco3	17	12	-9.423138067	3.106573079	3.079179054	16.8902865	7.807080449	0
eco4	17	1	-7.641321133	4.866457952	1.941414514	8.371913133	5.743473709	0
eco4	17	2	-6.495264626	5.549437138	1.502526759	20.56906782	6.369540823	0
eco4	17	3	-4.726009522	8.523400103	1.198166861	11.09988015	8.147500635	0
eco4	17	4	-3.534906648	11.2599662	1.677553946	7.741311343	5.568742334	0
eco4	17	5	-0.67976967	15.86971996	1.493085429	5.181766574	3.833882068	0
eco4	17	6	3.564081146	21.67840534	1.944469344	2.22414317	2.564946541	0
eco4	17	7	6.492335905	25.57289881	1.704762878	0.931278007	1.138037032	0
eco4	17	8	5.884046734	25.79639768	1.145384163	1.717469378	1.665732634	0
eco4	17	9	3.23727343	21.31451631	1.177423571	3.607377721	2.249551925	0
eco4	17	10	-1.36378776	14.70125069	2.46291936	5.00276611	4.169203636	0
eco4	17	11	-4.959294078	8.448163608	1.63870135	14.77285715	8.255662827	0
eco4	17	12	-8.911860332	3.561731935	3.044371732	16.04539225	7.228084697	0
eco5	17	1	-7.358068858	4.969077031	1.900096517	8.147240391	5.582355242	0
eco5	17	2	-6.239095624	5.64366064	1.474868808	20.05106364	6.105528372	0
eco5	17	3	-4.470169054	8.65550046	1.20159172	10.87817253	8.114579185	0
eco5	17	4	-3.308605169	11.3998359	1.675286385	7.589658739	5.477837534	0
eco5	17	5	-0.463069925	16.01174706	1.526304234	5.096101827	3.779948499	0
eco5	17	6	3.795297836	21.81573366	1.990408525	2.242953577	2.568471932	0
eco5	17	7	6.72900167	25.65306274	1.712347092	0.948947107	1.156682184	0
eco5	17	8	6.179815744	25.88326558	1.137487689	1.735792658	1.688696353	0
eco5	17	9	3.507237274	21.4131168	1.169563579	3.576698139	2.288340633	0
eco5	17	10	-1.109757411	14.77066011	2.447409676	4.875799651	3.957220702	0
eco5	17	11	-4.733183446	8.53289645	1.616217478	14.31397783	8.196690405	0
eco5	17	12	-8.65774207	3.650217832	3.031553462	15.68996859	7.14795614	0
eco1	18	1	-6.922571377	5.170310513	1.871034228	7.729905377	5.323252749	0
eco1	18	2	-5.827726598	5.897885648	1.456311332	18.71217963	5.893106418	0
eco1	18	3	-4.055748021	8.836600736	1.165654553	10.19472554	7.815608327	0
eco1	18	4	-2.927361825	11.67184266	1.690693455	7.003958413	5.204491738	0
eco1	18	5	-0.174546791	16.25109956	1.445779312	4.821189522	3.643861808	0
eco1	18	6	3.991419709	22.16391221	1.880069227	2.166819202	2.571692119	0
eco1	18	7	7.083893408	26.02735374	1.676631898	0.886164734	1.104685521	0
eco1	18	8	6.57932177	26.23725836	1.140530532	1.713458321	1.647547841	0
eco1	18	9	3.860189454	21.69261112	1.195676963	3.407672124	2.141289441	0
eco1	18	10	-0.704869168	15.11745199	2.430141456	4.815588896	4.355996658	0
eco1	18	11	-4.24883182	8.818452075	1.59227678	13.53196799	7.586521045	0
eco1	18	12	-8.140235626	3.959812665	2.96757143	14.25792488	6.519681366	0
eco2	18	1	-7.588843412	4.707373454	1.908567933	8.232632491	5.63246165	0
eco2	18	2	-6.472736386	5.478094778	1.486622499	20.49887933	6.202553158	0
eco2	18	3	-4.694912972	8.562344539	1.220481028	11.11801865	8.226556474	0
eco2	18	4	-3.52461319	11.27384422	1.70165152	8.011359547	5.756632723	0
eco2	18	5	-0.624569681	15.86829344	1.567663073	5.447376067	4.083072133	0
eco2	18	6	3.64979056	21.71551752	2.028947792	2.301478332	2.630534629	0
eco2	18	7	6.636357716	25.49064225	1.739776531	1.128451094	1.355200642	0
eco2	18	8	6.093065722	25.68776555	1.140908966	1.824059718	1.682834546	0
eco2	18	9	3.350269341	21.23763729	1.199519205	3.768925718	2.428736524	0
eco2	18	10	-1.316345016	14.56198986	2.463645051	4.942536211	3.985601033	0
eco2	18	11	-4.969509953	8.296395119	1.631259849	14.60145841	8.310852919	0
eco2	18	12	-8.874127286	3.401704064	3.044626385	15.85452086	7.323753283	0
eco3	18	1	-8.078714071	4.455972919	1.946238205	8.67015289	5.906939824	0
eco3	18	2	-6.904212326	5.197996514	1.498658271	21.59648057	6.524563279	0
eco3	18	3	-5.119834358	8.279618667	1.24091238	11.70664544	8.619479544	0
eco3	18	4	-3.920167296	10.98358491	1.695883639	8.439888751	6.001290563	0
eco3	18	5	-0.979050201	15.59578279	1.617349229	5.572964135	4.177633629	0
eco3	18	6	3.365330883	21.37858757	2.105924298	2.364143966	2.653746804	0
eco3	18	7	6.210458255	25.1372979	1.749624953	1.15449019	1.393918287	0
eco3	18	8	5.614841726	25.36573413	1.144166811	1.896154522	1.788760344	0
eco3	18	9	2.926265532	20.93251139	1.156369429	3.888144949	2.547642241	0
eco3	18	10	-1.770504319	14.24103901	2.464845841	5.138946106	3.977799626	0
eco3	18	11	-5.470453248	8.017648274	1.631943243	15.1774508	8.738965227	0
eco3	18	12	-9.423138067	3.106573079	3.079179054	16.8902865	7.807080449	0
eco4	18	1	-7.641321133	4.866457952	1.941414514	8.371913133	5.743473709	0
eco4	18	2	-6.495264626	5.549437138	1.502526759	20.56906782	6.369540823	0
eco4	18	3	-4.726009522	8.523400103	1.198166861	11.09988015	8.147500635	0
eco4	18	4	-3.534906648	11.2599662	1.677553946	7.741311343	5.568742334	0
eco4	18	5	-0.67976967	15.86971996	1.493085429	5.181766574	3.833882068	0
eco4	18	6	3.564081146	21.67840534	1.944469344	2.22414317	2.564946541	0
eco4	18	7	6.492335905	25.57289881	1.704762878	0.931278007	1.138037032	0
eco4	18	8	5.884046734	25.79639768	1.145384163	1.717469378	1.665732634	0
eco4	18	9	3.23727343	21.31451631	1.177423571	3.607377721	2.249551925	0
eco4	18	10	-1.36378776	14.70125069	2.46291936	5.00276611	4.169203636	0
eco4	18	11	-4.959294078	8.448163608	1.63870135	14.77285715	8.255662827	0
eco4	18	12	-8.911860332	3.561731935	3.044371732	16.04539225	7.228084697	0
eco5	18	1	-7.358068858	4.969077031	1.900096517	8.147240391	5.582355242	0
eco5	18	2	-6.239095624	5.64366064	1.474868808	20.05106364	6.105528372	0
eco5	18	3	-4.470169054	8.65550046	1.20159172	10.87817253	8.114579185	0
eco5	18	4	-3.308605169	11.3998359	1.675286385	7.589658739	5.477837534	0
eco5	18	5	-0.463069925	16.01174706	1.526304234	5.096101827	3.779948499	0
eco5	18	6	3.795297836	21.81573366	1.990408525	2.242953577	2.568471932	0
eco5	18	7	6.72900167	25.65306274	1.712347092	0.948947107	1.156682184	0
eco5	18	8	6.179815744	25.88326558	1.137487689	1.735792658	1.688696353	0
eco5	18	9	3.507237274	21.4131168	1.169563579	3.576698139	2.288340633	0
eco5	18	10	-1.109757411	14.77066011	2.447409676	4.875799651	3.957220702	0
eco5	18	11	-4.733183446	8.53289645	1.616217478	14.31397783	8.196690405	0
eco5	18	12	-8.65774207	3.650217832	3.031553462	15.68996859	7.14795614	0
eco1	19	1	-6.922571377	5.170310513	1.871034228	7.729905377	5.323252749	0
eco1	19	2	-5.827726598	5.897885648	1.456311332	18.71217963	5.893106418	0
eco1	19	3	-4.055748021	8.836600736	1.165654553	10.19472554	7.815608327	0
eco1	19	4	-2.927361825	11.67184266	1.690693455	7.003958413	5.204491738	0
eco1	19	5	-0.174546791	16.25109956	1.445779312	4.821189522	3.643861808	0
eco1	19	6	3.991419709	22.16391221	1.880069227	2.166819202	2.571692119	0
eco1	19	7	7.083893408	26.02735374	1.676631898	0.886164734	1.104685521	0
eco1	19	8	6.57932177	26.23725836	1.140530532	1.713458321	1.647547841	0
eco1	19	9	3.860189454	21.69261112	1.195676963	3.407672124	2.141289441	0
eco1	19	10	-0.704869168	15.11745199	2.430141456	4.815588896	4.355996658	0
eco1	19	11	-4.24883182	8.818452075	1.59227678	13.53196799	7.586521045	0
eco1	19	12	-8.140235626	3.959812665	2.96757143	14.25792488	6.519681366	0
eco2	19	1	-7.588843412	4.707373454	1.908567933	8.232632491	5.63246165	0
eco2	19	2	-6.472736386	5.478094778	1.486622499	20.49887933	6.202553158	0
eco2	19	3	-4.694912972	8.562344539	1.220481028	11.11801865	8.226556474	0
eco2	19	4	-3.52461319	11.27384422	1.70165152	8.011359547	5.756632723	0
eco2	19	5	-0.624569681	15.86829344	1.567663073	5.447376067	4.083072133	0
eco2	19	6	3.64979056	21.71551752	2.028947792	2.301478332	2.630534629	0
eco2	19	7	6.636357716	25.49064225	1.739776531	1.128451094	1.355200642	0
eco2	19	8	6.093065722	25.68776555	1.140908966	1.824059718	1.682834546	0
eco2	19	9	3.350269341	21.23763729	1.199519205	3.768925718	2.428736524	0
eco2	19	10	-1.316345016	14.56198986	2.463645051	4.942536211	3.985601033	0
eco2	19	11	-4.969509953	8.296395119	1.631259849	14.60145841	8.310852919	0
eco2	19	12	-8.874127286	3.401704064	3.044626385	15.85452086	7.323753283	0
eco3	19	1	-8.078714071	4.455972919	1.946238205	8.67015289	5.906939824	0
eco3	19	2	-6.904212326	5.197996514	1.498658271	21.59648057	6.524563279	0
eco3	19	3	-5.119834358	8.279618667	1.24091238	11.70664544	8.619479544	0
eco3	19	4	-3.920167296	10.98358491	1.695883639	8.439888751	6.001290563	0
eco3	19	5	-0.979050201	15.59578279	1.617349229	5.572964135	4.177633629	0
eco3	19	6	3.365330883	21.37858757	2.105924298	2.364143966	2.653746804	0
eco3	19	7	6.210458255	25.1372979	1.749624953	1.15449019	1.393918287	0
eco3	19	8	5.614841726	25.36573413	1.144166811	1.896154522	1.788760344	0
eco3	19	9	2.926265532	20.93251139	1.156369429	3.888144949	2.547642241	0
eco3	19	10	-1.770504319	14.24103901	2.464845841	5.138946106	3.977799626	0
eco3	19	11	-5.470453248	8.017648274	1.631943243	15.1774508	8.738965227	0
eco3	19	12	-9.423138067	3.106573079	3.079179054	16.8902865	7.807080449	0
eco4	19	1	-7.641321133	4.866457952	1.941414514	8.371913133	5.743473709	0
eco4	19	2	-6.495264626	5.549437138	1.502526759	20.56906782	6.369540823	0
eco4	19	3	-4.726009522	8.523400103	1.198166861	11.09988015	8.147500635	0
eco4	19	4	-3.534906648	11.2599662	1.677553946	7.741311343	5.568742334	0
eco4	19	5	-0.67976967	15.86971996	1.493085429	5.181766574	3.833882068	0
eco4	19	6	3.564081146	21.67840534	1.944469344	2.22414317	2.564946541	0
eco4	19	7	6.492335905	25.57289881	1.704762878	0.931278007	1.138037032	0
eco4	19	8	5.884046734	25.79639768	1.145384163	1.717469378	1.665732634	0
eco4	19	9	3.23727343	21.31451631	1.177423571	3.607377721	2.249551925	0
eco4	19	10	-1.36378776	14.70125069	2.46291936	5.00276611	4.169203636	0
eco4	19	11	-4.959294078	8.448163608	1.63870135	14.77285715	8.255662827	0
eco4	19	12	-8.911860332	3.561731935	3.044371732	16.04539225	7.228084697	0
eco5	19	1	-7.358068858	4.969077031	1.900096517	8.147240391	5.582355242	0
eco5	19	2	-6.239095624	5.64366064	1.474868808	20.05106364	6.105528372	0
eco5	19	3	-4.470169054	8.65550046	1.20159172	10.87817253	8.114579185	0
eco5	19	4	-3.308605169	11.3998359	1.675286385	7.589658739	5.477837534	0
eco5	19	5	-0.463069925	16.01174706	1.526304234	5.096101827	3.779948499	0
eco5	19	6	3.795297836	21.81573366	1.990408525	2.242953577	2.568471932	0
eco5	19	7	6.72900167	25.65306274	1.712347092	0.948947107	1.156682184	0
eco5	19	8	6.179815744	25.88326558	1.137487689	1.735792658	1.688696353	0
eco5	19	9	3.507237274	21.4131168	1.169563579	3.576698139	2.288340633	0
eco5	19	10	-1.109757411	14.77066011	2.447409676	4.875799651	3.957220702	0
eco5	19	11	-4.733183446	8.53289645	1.616217478	14.31397783	8.196690405	0
eco5	19	12	-8.65774207	3.650217832	3.031553462	15.68996859	7.14795614	0
eco1	20	1	-9.042773851	3.157539585	1.397803091	14.12667388	8.172996485	0
eco1	20	2	-6.035531254	5.386146692	1.248396177	12.00902921	4.105279406	0
eco1	20	3	-5.921684684	6.781107009	2.252283374	12.00802334	4.612415241	0
eco1	20	4	-3.552778278	11.16220993	1.994279906	6.864100149	4.252961239	0
eco1	20	5	0.790164875	17.27621166	2.276546865	3.253689884	3.958948111	0
eco1	20	6	4.947293254	23.36587036	1.911452685	1.506278828	1.593356117	0
eco1	20	7	7.552695379	27.49176216	1.209900189	0.335644081	0.145245949	0
eco1	20	8	6.837945442	26.54145757	0.896722285	0.458912236	0.4126452	0
eco1	20	9	3.785931631	23.05595886	1.015737555	0.646658365	0.420410044	0
eco1	20	10	-0.399260972	15.32004295	1.813809637	11.20260647	16.17203901	0
eco1	20	11	-5.993176413	6.48284903	1.205567892	18.13265784	16.9798553	0
eco1	20	12	-8.298653514	4.024188514	1.660029356	10.97436727	6.173610791	0
eco2	20	1	-9.736553342	2.634388476	1.419180995	15.56058673	8.920107091	0
eco2	20	2	-6.680845019	4.914678579	1.243595856	13.15965049	4.345552581	0
eco2	20	3	-6.587935857	6.482307287	2.352059248	13.28281033	4.867365294	0
eco2	20	4	-4.08550358	10.76774058	2.072353926	7.6095973	4.471446845	0
eco2	20	5	0.333339645	16.85140813	2.33564969	3.792609123	4.754975443	0
eco2	20	6	4.672008709	22.98004182	2.017016975	1.676698236	1.597059144	0
eco2	20	7	7.072840007	26.98041186	1.233234279	0.399203686	0.203620853	0
eco2	20	8	6.377709473	25.97939248	0.849351966	0.607579658	0.471105898	0
eco2	20	9	3.24530232	22.55530277	1.024237561	0.806781695	0.4798067	0
eco2	20	10	-0.945169202	14.73747246	1.782744223	12.1558524	17.55573021	0
eco2	20	11	-6.712474941	5.889672656	1.227051172	19.66549609	18.31564819	0
eco2	20	12	-9.048615665	3.503419493	1.711865084	11.33551423	6.594984237	0
eco3	20	1	-10.22903324	2.347247559	1.448945569	16.30803935	9.505004842	0
eco3	20	2	-7.118012179	4.644979736	1.259343459	13.87416058	4.421170152	0
eco3	20	3	-7.014611115	6.213834451	2.400083896	13.97585071	5.025214482	0
eco3	20	4	-4.462232046	10.47010241	2.084864953	7.834324333	4.617958671	0
eco3	20	5	-0.00739607	16.53946576	2.369035586	3.846685922	4.807668191	0
eco3	20	6	4.367864464	22.67133706	2.032535095	1.805078368	1.669004113	0
eco3	20	7	6.570991877	26.67458548	1.232601289	0.429505138	0.257811996	0
eco3	20	8	5.883952458	25.59240416	0.824824383	0.731689179	0.53842339	0
eco3	20	9	2.687340928	22.23762783	1.030336879	0.858338414	0.497691104	0
eco3	20	10	-1.369399272	14.42530857	1.775458553	12.72210154	18.47400055	0
eco3	20	11	-7.20262307	5.572752031	1.241011256	20.70138545	19.23135296	0
eco3	20	12	-9.643290474	3.233569263	1.739934984	11.83996208	6.945072955	0
eco4	20	1	-9.780925753	2.762307136	1.454189334	15.37818392	8.903019234	0
eco4	20	2	-6.717011591	4.995055743	1.261615327	13.23704014	4.391019331	0
eco4	20	3	-6.632984537	6.449451573	2.341722174	13.20962409	4.777830637	0
eco4	20	4	-4.103391301	10.75883606	2.002595338	7.258704778	4.495711033	0
eco4	20	5	0.292907895	16.83152486	2.310739753	3.567598698	4.428773748	0
eco4	20	6	4.570407613	22.936736	1.941152154	1.714381705	1.680564354	0
eco4	20	7	6.870752357	27.07923823	1.243505286	0.349506584	0.175887258	0
eco4	20	8	6.14420912	26.06521415	0.858002911	0.566858518	0.491513851	0
eco4	20	9	3.03412913	22.67009847	1.038997914	0.752729285	0.451601904	0
eco4	20	10	-0.982959319	14.88395761	1.808501069	12.05728858	17.51869404	0
eco4	20	11	-6.716297187	6.021643078	1.231901277	19.79804601	18.19222254	0
eco4	20	12	-9.146239979	3.649515635	1.72198016	12.02265181	6.892647528	0
eco5	20	1	-9.467082593	2.905380295	1.43468819	15.08648329	8.789399479	0
eco5	20	2	-6.460511325	5.099501754	1.246478847	12.90399368	4.24537945	0
eco5	20	3	-6.36673593	6.591946954	2.325260633	12.86682256	4.539005534	0
eco5	20	4	-3.897992478	10.89154935	2.022441912	7.09991503	4.317318528	0
eco5	20	5	0.50490801	16.97270764	2.328550152	3.482156728	4.3327109	0
eco5	20	6	4.774551114	23.07047367	1.963213069	1.699927097	1.645001601	0
eco5	20	7	7.118616238	27.14162308	1.2179908	0.341287083	0.178847738	0
eco5	20	8	6.429072513	26.13163267	0.844445088	0.578223995	0.485309369	0
eco5	20	9	3.321675051	22.74058151	1.022802309	0.743173578	0.462781026	0
eco5	20	10	-0.746906304	14.96378453	1.775236611	11.85266772	17.27011345	0
eco5	20	11	-6.481561728	6.117563283	1.220411665	19.27976105	17.95290574	0
eco5	20	12	-8.866116456	3.766443122	1.707219605	11.43326126	6.583481252	0
eco1	21	1	-9.042773851	3.157539585	1.397803091	14.12667388	8.172996485	0
eco1	21	2	-6.035531254	5.386146692	1.248396177	12.00902921	4.105279406	0
eco1	21	3	-5.921684684	6.781107009	2.252283374	12.00802334	4.612415241	0
eco1	21	4	-3.552778278	11.16220993	1.994279906	6.864100149	4.252961239	0
eco1	21	5	0.790164875	17.27621166	2.276546865	3.253689884	3.958948111	0
eco1	21	6	4.947293254	23.36587036	1.911452685	1.506278828	1.593356117	0
eco1	21	7	7.552695379	27.49176216	1.209900189	0.335644081	0.145245949	0
eco1	21	8	6.837945442	26.54145757	0.896722285	0.458912236	0.4126452	0
eco1	21	9	3.785931631	23.05595886	1.015737555	0.646658365	0.420410044	0
eco1	21	10	-0.399260972	15.32004295	1.813809637	11.20260647	16.17203901	0
eco1	21	11	-5.993176413	6.48284903	1.205567892	18.13265784	16.9798553	0
eco1	21	12	-8.298653514	4.024188514	1.660029356	10.97436727	6.173610791	0
eco2	21	1	-9.736553342	2.634388476	1.419180995	15.56058673	8.920107091	0
eco2	21	2	-6.680845019	4.914678579	1.243595856	13.15965049	4.345552581	0
eco2	21	3	-6.587935857	6.482307287	2.352059248	13.28281033	4.867365294	0
eco2	21	4	-4.08550358	10.76774058	2.072353926	7.6095973	4.471446845	0
eco2	21	5	0.333339645	16.85140813	2.33564969	3.792609123	4.754975443	0
eco2	21	6	4.672008709	22.98004182	2.017016975	1.676698236	1.597059144	0
eco2	21	7	7.072840007	26.98041186	1.233234279	0.399203686	0.203620853	0
eco2	21	8	6.377709473	25.97939248	0.849351966	0.607579658	0.471105898	0
eco2	21	9	3.24530232	22.55530277	1.024237561	0.806781695	0.4798067	0
eco2	21	10	-0.945169202	14.73747246	1.782744223	12.1558524	17.55573021	0
eco2	21	11	-6.712474941	5.889672656	1.227051172	19.66549609	18.31564819	0
eco2	21	12	-9.048615665	3.503419493	1.711865084	11.33551423	6.594984237	0
eco3	21	1	-10.22903324	2.347247559	1.448945569	16.30803935	9.505004842	0
eco3	21	2	-7.118012179	4.644979736	1.259343459	13.87416058	4.421170152	0
eco3	21	3	-7.014611115	6.213834451	2.400083896	13.97585071	5.025214482	0
eco3	21	4	-4.462232046	10.47010241	2.084864953	7.834324333	4.617958671	0
eco3	21	5	-0.00739607	16.53946576	2.369035586	3.846685922	4.807668191	0
eco3	21	6	4.367864464	22.67133706	2.032535095	1.805078368	1.669004113	0
eco3	21	7	6.570991877	26.67458548	1.232601289	0.429505138	0.257811996	0
eco3	21	8	5.883952458	25.59240416	0.824824383	0.731689179	0.53842339	0
eco3	21	9	2.687340928	22.23762783	1.030336879	0.858338414	0.497691104	0
eco3	21	10	-1.369399272	14.42530857	1.775458553	12.72210154	18.47400055	0
eco3	21	11	-7.20262307	5.572752031	1.241011256	20.70138545	19.23135296	0
eco3	21	12	-9.643290474	3.233569263	1.739934984	11.83996208	6.945072955	0
eco4	21	1	-9.780925753	2.762307136	1.454189334	15.37818392	8.903019234	0
eco4	21	2	-6.717011591	4.995055743	1.261615327	13.23704014	4.391019331	0
eco4	21	3	-6.632984537	6.449451573	2.341722174	13.20962409	4.777830637	0
eco4	21	4	-4.103391301	10.75883606	2.002595338	7.258704778	4.495711033	0
eco4	21	5	0.292907895	16.83152486	2.310739753	3.567598698	4.428773748	0
eco4	21	6	4.570407613	22.936736	1.941152154	1.714381705	1.680564354	0
eco4	21	7	6.870752357	27.07923823	1.243505286	0.349506584	0.175887258	0
eco4	21	8	6.14420912	26.06521415	0.858002911	0.566858518	0.491513851	0
eco4	21	9	3.03412913	22.67009847	1.038997914	0.752729285	0.451601904	0
eco4	21	10	-0.982959319	14.88395761	1.808501069	12.05728858	17.51869404	0
eco4	21	11	-6.716297187	6.021643078	1.231901277	19.79804601	18.19222254	0
eco4	21	12	-9.146239979	3.649515635	1.72198016	12.02265181	6.892647528	0
eco5	21	1	-9.467082593	2.905380295	1.43468819	15.08648329	8.789399479	0
eco5	21	2	-6.460511325	5.099501754	1.246478847	12.90399368	4.24537945	0
eco5	21	3	-6.36673593	6.591946954	2.325260633	12.86682256	4.539005534	0
eco5	21	4	-3.897992478	10.89154935	2.022441912	7.09991503	4.317318528	0
eco5	21	5	0.50490801	16.97270764	2.328550152	3.482156728	4.3327109	0
eco5	21	6	4.774551114	23.07047367	1.963213069	1.699927097	1.645001601	0
eco5	21	7	7.118616238	27.14162308	1.2179908	0.341287083	0.178847738	0
eco5	21	8	6.429072513	26.13163267	0.844445088	0.578223995	0.485309369	0
eco5	21	9	3.321675051	22.74058151	1.022802309	0.743173578	0.462781026	0
eco5	21	10	-0.746906304	14.96378453	1.775236611	11.85266772	17.27011345	0
eco5	21	11	-6.481561728	6.117563283	1.220411665	19.27976105	17.95290574	0
eco5	21	12	-8.866116456	3.766443122	1.707219605	11.43326126	6.583481252	0
eco1	22	1	-9.042773851	3.157539585	1.397803091	14.12667388	8.172996485	0
eco1	22	2	-6.035531254	5.386146692	1.248396177	12.00902921	4.105279406	0
eco1	22	3	-5.921684684	6.781107009	2.252283374	12.00802334	4.612415241	0
eco1	22	4	-3.552778278	11.16220993	1.994279906	6.864100149	4.252961239	0
eco1	22	5	0.790164875	17.27621166	2.276546865	3.253689884	3.958948111	0
eco1	22	6	4.947293254	23.36587036	1.911452685	1.506278828	1.593356117	0
eco1	22	7	7.552695379	27.49176216	1.209900189	0.335644081	0.145245949	0
eco1	22	8	6.837945442	26.54145757	0.896722285	0.458912236	0.4126452	0
eco1	22	9	3.785931631	23.05595886	1.015737555	0.646658365	0.420410044	0
eco1	22	10	-0.399260972	15.32004295	1.813809637	11.20260647	16.17203901	0
eco1	22	11	-5.993176413	6.48284903	1.205567892	18.13265784	16.9798553	0
eco1	22	12	-8.298653514	4.024188514	1.660029356	10.97436727	6.173610791	0
eco2	22	1	-9.736553342	2.634388476	1.419180995	15.56058673	8.920107091	0
eco2	22	2	-6.680845019	4.914678579	1.243595856	13.15965049	4.345552581	0
eco2	22	3	-6.587935857	6.482307287	2.352059248	13.28281033	4.867365294	0
eco2	22	4	-4.08550358	10.76774058	2.072353926	7.6095973	4.471446845	0
eco2	22	5	0.333339645	16.85140813	2.33564969	3.792609123	4.754975443	0
eco2	22	6	4.672008709	22.98004182	2.017016975	1.676698236	1.597059144	0
eco2	22	7	7.072840007	26.98041186	1.233234279	0.399203686	0.203620853	0
eco2	22	8	6.377709473	25.97939248	0.849351966	0.607579658	0.471105898	0
eco2	22	9	3.24530232	22.55530277	1.024237561	0.806781695	0.4798067	0
eco2	22	10	-0.945169202	14.73747246	1.782744223	12.1558524	17.55573021	0
eco2	22	11	-6.712474941	5.889672656	1.227051172	19.66549609	18.31564819	0
eco2	22	12	-9.048615665	3.503419493	1.711865084	11.33551423	6.594984237	0
eco3	22	1	-10.22903324	2.347247559	1.448945569	16.30803935	9.505004842	0
eco3	22	2	-7.118012179	4.644979736	1.259343459	13.87416058	4.421170152	0
eco3	22	3	-7.014611115	6.213834451	2.400083896	13.97585071	5.025214482	0
eco3	22	4	-4.462232046	10.47010241	2.084864953	7.834324333	4.617958671	0
eco3	22	5	-0.00739607	16.53946576	2.369035586	3.846685922	4.807668191	0
eco3	22	6	4.367864464	22.67133706	2.032535095	1.805078368	1.669004113	0
eco3	22	7	6.570991877	26.67458548	1.232601289	0.429505138	0.257811996	0
eco3	22	8	5.883952458	25.59240416	0.824824383	0.731689179	0.53842339	0
eco3	22	9	2.687340928	22.23762783	1.030336879	0.858338414	0.497691104	0
eco3	22	10	-1.369399272	14.42530857	1.775458553	12.72210154	18.47400055	0
eco3	22	11	-7.20262307	5.572752031	1.241011256	20.70138545	19.23135296	0
eco3	22	12	-9.643290474	3.233569263	1.739934984	11.83996208	6.945072955	0
eco4	22	1	-9.780925753	2.762307136	1.454189334	15.37818392	8.903019234	0
eco4	22	2	-6.717011591	4.995055743	1.261615327	13.23704014	4.391019331	0
eco4	22	3	-6.632984537	6.449451573	2.341722174	13.20962409	4.777830637	0
eco4	22	4	-4.103391301	10.75883606	2.002595338	7.258704778	4.495711033	0
eco4	22	5	0.292907895	16.83152486	2.310739753	3.567598698	4.428773748	0
eco4	22	6	4.570407613	22.936736	1.941152154	1.714381705	1.680564354	0
eco4	22	7	6.870752357	27.07923823	1.243505286	0.349506584	0.175887258	0
eco4	22	8	6.14420912	26.06521415	0.858002911	0.566858518	0.491513851	0
eco4	22	9	3.03412913	22.67009847	1.038997914	0.752729285	0.451601904	0
eco4	22	10	-0.982959319	14.88395761	1.808501069	12.05728858	17.51869404	0
eco4	22	11	-6.716297187	6.021643078	1.231901277	19.79804601	18.19222254	0
eco4	22	12	-9.146239979	3.649515635	1.72198016	12.02265181	6.892647528	0
eco5	22	1	-9.467082593	2.905380295	1.43468819	15.08648329	8.789399479	0
eco5	22	2	-6.460511325	5.099501754	1.246478847	12.90399368	4.24537945	0
eco5	22	3	-6.36673593	6.591946954	2.325260633	12.86682256	4.539005534	0
eco5	22	4	-3.897992478	10.89154935	2.022441912	7.09991503	4.317318528	0
eco5	22	5	0.50490801	16.97270764	2.328550152	3.482156728	4.3327109	0
eco5	22	6	4.774551114	23.07047367	1.963213069	1.699927097	1.645001601	0
eco5	22	7	7.118616238	27.14162308	1.2179908	0.341287083	0.178847738	0
eco5	22	8	6.429072513	26.13163267	0.844445088	0.578223995	0.485309369	0
eco5	22	9	3.321675051	22.74058151	1.022802309	0.743173578	0.462781026	0
eco5	22	10	-0.746906304	14.96378453	1.775236611	11.85266772	17.27011345	0
eco5	22	11	-6.481561728	6.117563283	1.220411665	19.27976105	17.95290574	0
eco5	22	12	-8.866116456	3.766443122	1.707219605	11.43326126	6.583481252	0
eco1	23	1	-9.042773851	3.157539585	1.397803091	14.12667388	8.172996485	0
eco1	23	2	-6.035531254	5.386146692	1.248396177	12.00902921	4.105279406	0
eco1	23	3	-5.921684684	6.781107009	2.252283374	12.00802334	4.612415241	0
eco1	23	4	-3.552778278	11.16220993	1.994279906	6.864100149	4.252961239	0
eco1	23	5	0.790164875	17.27621166	2.276546865	3.253689884	3.958948111	0
