LandisData 	"Climate Data"
ClimateTable
<<EcoIndex TimeStep Month AvgMinT	AvgMaxT		StdDevT		AvgPpt		StdDevPpt	PAR
eco3	0	6	2.292972719	20.2679718	1.59195963	1.799592544	0.977166077	0
eco3	0	7	5.590415787	25.33771742	1.532348981	0.867282643	0.489611793	0
eco3	0	8	4.19286647	23.41114331	1.552204314	1.35904041	1.320925738	0
eco3	0	9	1.85367326	20.5986347	1.956248847	5.316968592	5.565195544	0
eco3	0	10	-2.196095274	13.82006697	1.105342007	9.636567011	5.107693075	0
eco3	0	11	-5.072473156	8.240740335	0.637636627	11.14309447	3.826126137	0
eco3	0	12	-9.048189266	3.46967624	1.095421143	22.16320034	4.775489664	0
eco4	0	1	-8.981679795	3.026053844	0.630667493	20.16602579	14.86005033	0
eco4	0	2	-8.648107647	3.84160394	1.700943132	15.84742233	10.43526854	0
eco4	0	3	-6.082979616	6.788668443	1.14415267	15.17648998	6.084303461	0
eco4	0	4	-3.847682332	10.87516901	1.362333938	6.901931493	3.447120379	0
eco4	0	5	-1.332159451	14.30704723	1.144488979	4.669612042	2.858435965	0
eco4	0	6	2.557753073	20.61035189	1.582111744	1.597463135	0.850571594	0
eco4	0	7	5.878294804	25.78803759	1.542214214	0.650117209	0.38077755	0
eco4	0	8	4.455087083	23.83255855	1.529422571	1.165815356	1.049925232	0
eco4	0	9	2.173293857	20.98943283	1.988723995	5.138388148	5.214195331	0
eco4	0	10	-1.787160116	14.24473853	1.152841757	9.481908663	5.318570143	0
eco4	0	11	-4.562188569	8.647430836	0.657950931	10.61251858	3.75309886	0
eco4	0	12	-8.581389903	3.856929751	1.065846532	21.7326054	4.657865352	0
eco5	0	1	-8.681318521	3.146386229	0.633264038	19.60808948	14.38497811	0
eco5	0	2	-8.372041306	3.967646898	1.702404236	15.31523392	10.07784356	0
eco5	0	3	-5.832170022	6.925043063	1.126917669	14.81726276	6.01709296	0
eco5	0	4	-3.622281779	10.99994187	1.36607623	6.782904941	3.47257277	0
eco5	0	5	-1.134732319	14.46424184	1.162653801	4.571212748	2.837701797	0
eco5	0	6	2.773649872	20.71866199	1.594434981	1.624756393	0.84701782	0
eco5	0	7	6.134586672	25.85539946	1.544153046	0.655909539	0.394259088	0
eco5	0	8	4.739616829	23.945655	1.537217828	1.209168834	1.080843333	0
eco5	0	9	2.448256215	21.10027771	1.972355708	5.124049087	5.309456895	0
eco5	0	10	-1.55163061	14.3357537	1.141107341	9.214987714	5.043173804	0
eco5	0	11	-4.346588837	8.741614141	0.649718732	10.27974857	3.692364358	0
eco5	0	12	-8.314659166	3.96684001	1.05062738	21.08934604	4.464017199	0
eco1	1	1	-8.222536876	3.376353156	0.647122756	18.56678641	13.83959473	0
eco1	1	2	-7.888005374	4.192443177	1.703209581	14.69911061	9.966983528	0
eco1	1	3	-5.412212127	7.10409419	1.121748878	13.91155398	5.884738289	0
eco1	1	4	-3.258039619	11.27888063	1.309964161	6.214943246	3.220717924	0
eco1	1	5	-0.80902318	14.7269792	1.124579273	4.106063837	2.528507137	0
eco1	1	6	3.042510282	21.09697229	1.642119243	1.41407867	0.662885178	0
eco1	1	7	6.487101657	26.2819366	1.560332943	0.596739734	0.407813472	0
eco1	1	8	5.098910838	24.32171888	1.537453684	1.222755157	1.022208199	0
eco1	1	9	2.807600847	21.42915124	2.013598504	5.012905396	4.98030554	0
eco1	1	10	-1.165874479	14.69888109	1.17086307	8.95435366	5.163525697	0
eco1	1	11	-3.884769675	9.065108523	0.634428848	9.451082194	3.779576552	0
eco1	1	12	-7.879218894	4.179563619	1.025136311	19.6116949	3.875759485	0
eco2	1	1	-8.894568097	2.936351996	0.631981432	19.76780176	14.44889077	0
eco2	1	2	-8.586465727	3.785718605	1.699618604	15.55261053	10.22717287	0
eco2	1	3	-6.058243302	6.798292275	1.148965589	15.29629667	6.320401158	0
eco2	1	4	-3.807972319	10.85358384	1.37474965	7.182875234	3.666332589	0
eco2	1	5	-1.319730187	14.35068766	1.184797329	4.883331261	3.124777389	0
eco2	1	6	2.654085297	20.59670513	1.645073718	1.679217422	0.868102261	0
eco2	1	7	6.03488728	25.69585219	1.559101372	0.799049581	0.468273356	0
eco2	1	8	4.629214211	23.74687751	1.545643048	1.29047649	1.191398704	0
eco2	1	9	2.286113706	20.92244833	1.992319502	5.23706879	5.357857086	0
eco2	1	10	-1.740583746	14.12769234	1.154280376	9.238846444	5.026761092	0
eco2	1	11	-4.590847508	8.538942681	0.622606597	10.47448685	3.811177805	0
eco2	1	12	-8.516768881	3.721788022	1.082429063	20.86324198	4.234454966	0
eco3	1	1	-9.401218325	2.656838486	0.641924709	20.7697887	15.1271786	0
eco3	1	2	-9.109812706	3.503809382	1.730828818	16.16742706	10.4849548	0
eco3	1	3	-6.491622763	6.537703972	1.136731802	15.9397428	6.313862606	0
eco3	1	4	-4.187277491	10.58172303	1.411104076	7.662164939	3.88448528	0
eco3	1	5	-1.679489546	14.0679632	1.195251942	5.165188201	3.230800246	0
eco3	1	6	2.292972719	20.2679718	1.59195963	1.799592544	0.977166077	0
eco3	1	7	5.590415787	25.33771742	1.532348981	0.867282643	0.489611793	0
eco3	1	8	4.19286647	23.41114331	1.552204314	1.35904041	1.320925738	0
eco3	1	9	1.85367326	20.5986347	1.956248847	5.316968592	5.565195544	0
eco3	1	10	-2.196095274	13.82006697	1.105342007	9.636567011	5.107693075	0
eco3	1	11	-5.072473156	8.240740335	0.637636627	11.14309447	3.826126137	0
eco3	1	12	-9.048189266	3.46967624	1.095421143	22.16320034	4.775489664	0
eco4	1	1	-8.981679795	3.026053844	0.630667493	20.16602579	14.86005033	0
eco4	1	2	-8.648107647	3.84160394	1.700943132	15.84742233	10.43526854	0
eco4	1	3	-6.082979616	6.788668443	1.14415267	15.17648998	6.084303461	0
eco4	1	4	-3.847682332	10.87516901	1.362333938	6.901931493	3.447120379	0
eco4	1	5	-1.332159451	14.30704723	1.144488979	4.669612042	2.858435965	0
eco4	1	6	2.557753073	20.61035189	1.582111744	1.597463135	0.850571594	0
eco4	1	7	5.878294804	25.78803759	1.542214214	0.650117209	0.38077755	0
eco4	1	8	4.455087083	23.83255855	1.529422571	1.165815356	1.049925232	0
eco4	1	9	2.173293857	20.98943283	1.988723995	5.138388148	5.214195331	0
eco4	1	10	-1.787160116	14.24473853	1.152841757	9.481908663	5.318570143	0
eco4	1	11	-4.562188569	8.647430836	0.657950931	10.61251858	3.75309886	0
eco4	1	12	-8.581389903	3.856929751	1.065846532	21.7326054	4.657865352	0
eco5	1	1	-8.681318521	3.146386229	0.633264038	19.60808948	14.38497811	0
eco5	1	2	-8.372041306	3.967646898	1.702404236	15.31523392	10.07784356	0
eco5	1	3	-5.832170022	6.925043063	1.126917669	14.81726276	6.01709296	0
eco5	1	4	-3.622281779	10.99994187	1.36607623	6.782904941	3.47257277	0
eco5	1	5	-1.134732319	14.46424184	1.162653801	4.571212748	2.837701797	0
eco5	1	6	2.773649872	20.71866199	1.594434981	1.624756393	0.84701782	0
eco5	1	7	6.134586672	25.85539946	1.544153046	0.655909539	0.394259088	0
eco5	1	8	4.739616829	23.945655	1.537217828	1.209168834	1.080843333	0
eco5	1	9	2.448256215	21.10027771	1.972355708	5.124049087	5.309456895	0
eco5	1	10	-1.55163061	14.3357537	1.141107341	9.214987714	5.043173804	0
eco5	1	11	-4.346588837	8.741614141	0.649718732	10.27974857	3.692364358	0
eco5	1	12	-8.314659166	3.96684001	1.05062738	21.08934604	4.464017199	0
eco1	2	1	-8.222536876	3.376353156	0.647122756	18.56678641	13.83959473	0
eco1	2	2	-7.888005374	4.192443177	1.703209581	14.69911061	9.966983528	0
eco1	2	3	-5.412212127	7.10409419	1.121748878	13.91155398	5.884738289	0
eco1	2	4	-3.258039619	11.27888063	1.309964161	6.214943246	3.220717924	0
eco1	2	5	-0.80902318	14.7269792	1.124579273	4.106063837	2.528507137	0
eco1	2	6	3.042510282	21.09697229	1.642119243	1.41407867	0.662885178	0
eco1	2	7	6.487101657	26.2819366	1.560332943	0.596739734	0.407813472	0
eco1	2	8	5.098910838	24.32171888	1.537453684	1.222755157	1.022208199	0
eco1	2	9	2.807600847	21.42915124	2.013598504	5.012905396	4.98030554	0
eco1	2	10	-1.165874479	14.69888109	1.17086307	8.95435366	5.163525697	0
eco1	2	11	-3.884769675	9.065108523	0.634428848	9.451082194	3.779576552	0
eco1	2	12	-7.879218894	4.179563619	1.025136311	19.6116949	3.875759485	0
eco2	2	1	-8.894568097	2.936351996	0.631981432	19.76780176	14.44889077	0
eco2	2	2	-8.586465727	3.785718605	1.699618604	15.55261053	10.22717287	0
eco2	2	3	-6.058243302	6.798292275	1.148965589	15.29629667	6.320401158	0
eco2	2	4	-3.807972319	10.85358384	1.37474965	7.182875234	3.666332589	0
eco2	2	5	-1.319730187	14.35068766	1.184797329	4.883331261	3.124777389	0
eco2	2	6	2.654085297	20.59670513	1.645073718	1.679217422	0.868102261	0
eco2	2	7	6.03488728	25.69585219	1.559101372	0.799049581	0.468273356	0
eco2	2	8	4.629214211	23.74687751	1.545643048	1.29047649	1.191398704	0
eco2	2	9	2.286113706	20.92244833	1.992319502	5.23706879	5.357857086	0
eco2	2	10	-1.740583746	14.12769234	1.154280376	9.238846444	5.026761092	0
eco2	2	11	-4.590847508	8.538942681	0.622606597	10.47448685	3.811177805	0
eco2	2	12	-8.516768881	3.721788022	1.082429063	20.86324198	4.234454966	0
eco3	2	1	-9.401218325	2.656838486	0.641924709	20.7697887	15.1271786	0
eco3	2	2	-9.109812706	3.503809382	1.730828818	16.16742706	10.4849548	0
eco3	2	3	-6.491622763	6.537703972	1.136731802	15.9397428	6.313862606	0
eco3	2	4	-4.187277491	10.58172303	1.411104076	7.662164939	3.88448528	0
eco3	2	5	-1.679489546	14.0679632	1.195251942	5.165188201	3.230800246	0
eco3	2	6	2.292972719	20.2679718	1.59195963	1.799592544	0.977166077	0
eco3	2	7	5.590415787	25.33771742	1.532348981	0.867282643	0.489611793	0
eco3	2	8	4.19286647	23.41114331	1.552204314	1.35904041	1.320925738	0
eco3	2	9	1.85367326	20.5986347	1.956248847	5.316968592	5.565195544	0
eco3	2	10	-2.196095274	13.82006697	1.105342007	9.636567011	5.107693075	0
eco3	2	11	-5.072473156	8.240740335	0.637636627	11.14309447	3.826126137	0
eco3	2	12	-9.048189266	3.46967624	1.095421143	22.16320034	4.775489664	0
eco4	2	1	-8.981679795	3.026053844	0.630667493	20.16602579	14.86005033	0
eco4	2	2	-8.648107647	3.84160394	1.700943132	15.84742233	10.43526854	0
eco4	2	3	-6.082979616	6.788668443	1.14415267	15.17648998	6.084303461	0
eco4	2	4	-3.847682332	10.87516901	1.362333938	6.901931493	3.447120379	0
eco4	2	5	-1.332159451	14.30704723	1.144488979	4.669612042	2.858435965	0
eco4	2	6	2.557753073	20.61035189	1.582111744	1.597463135	0.850571594	0
eco4	2	7	5.878294804	25.78803759	1.542214214	0.650117209	0.38077755	0
eco4	2	8	4.455087083	23.83255855	1.529422571	1.165815356	1.049925232	0
eco4	2	9	2.173293857	20.98943283	1.988723995	5.138388148	5.214195331	0
eco4	2	10	-1.787160116	14.24473853	1.152841757	9.481908663	5.318570143	0
eco4	2	11	-4.562188569	8.647430836	0.657950931	10.61251858	3.75309886	0
eco4	2	12	-8.581389903	3.856929751	1.065846532	21.7326054	4.657865352	0
eco5	2	1	-8.681318521	3.146386229	0.633264038	19.60808948	14.38497811	0
eco5	2	2	-8.372041306	3.967646898	1.702404236	15.31523392	10.07784356	0
eco5	2	3	-5.832170022	6.925043063	1.126917669	14.81726276	6.01709296	0
eco5	2	4	-3.622281779	10.99994187	1.36607623	6.782904941	3.47257277	0
eco5	2	5	-1.134732319	14.46424184	1.162653801	4.571212748	2.837701797	0
eco5	2	6	2.773649872	20.71866199	1.594434981	1.624756393	0.84701782	0
eco5	2	7	6.134586672	25.85539946	1.544153046	0.655909539	0.394259088	0
eco5	2	8	4.739616829	23.945655	1.537217828	1.209168834	1.080843333	0
eco5	2	9	2.448256215	21.10027771	1.972355708	5.124049087	5.309456895	0
eco5	2	10	-1.55163061	14.3357537	1.141107341	9.214987714	5.043173804	0
eco5	2	11	-4.346588837	8.741614141	0.649718732	10.27974857	3.692364358	0
eco5	2	12	-8.314659166	3.96684001	1.05062738	21.08934604	4.464017199	0
eco1	3	1	-8.222536876	3.376353156	0.647122756	18.56678641	13.83959473	0
eco1	3	2	-7.888005374	4.192443177	1.703209581	14.69911061	9.966983528	0
eco1	3	3	-5.412212127	7.10409419	1.121748878	13.91155398	5.884738289	0
eco1	3	4	-3.258039619	11.27888063	1.309964161	6.214943246	3.220717924	0
eco1	3	5	-0.80902318	14.7269792	1.124579273	4.106063837	2.528507137	0
eco1	3	6	3.042510282	21.09697229	1.642119243	1.41407867	0.662885178	0
eco1	3	7	6.487101657	26.2819366	1.560332943	0.596739734	0.407813472	0
eco1	3	8	5.098910838	24.32171888	1.537453684	1.222755157	1.022208199	0
eco1	3	9	2.807600847	21.42915124	2.013598504	5.012905396	4.98030554	0
eco1	3	10	-1.165874479	14.69888109	1.17086307	8.95435366	5.163525697	0
eco1	3	11	-3.884769675	9.065108523	0.634428848	9.451082194	3.779576552	0
eco1	3	12	-7.879218894	4.179563619	1.025136311	19.6116949	3.875759485	0
eco2	3	1	-8.894568097	2.936351996	0.631981432	19.76780176	14.44889077	0
eco2	3	2	-8.586465727	3.785718605	1.699618604	15.55261053	10.22717287	0
eco2	3	3	-6.058243302	6.798292275	1.148965589	15.29629667	6.320401158	0
eco2	3	4	-3.807972319	10.85358384	1.37474965	7.182875234	3.666332589	0
eco2	3	5	-1.319730187	14.35068766	1.184797329	4.883331261	3.124777389	0
eco2	3	6	2.654085297	20.59670513	1.645073718	1.679217422	0.868102261	0
eco2	3	7	6.03488728	25.69585219	1.559101372	0.799049581	0.468273356	0
eco2	3	8	4.629214211	23.74687751	1.545643048	1.29047649	1.191398704	0
eco2	3	9	2.286113706	20.92244833	1.992319502	5.23706879	5.357857086	0
eco2	3	10	-1.740583746	14.12769234	1.154280376	9.238846444	5.026761092	0
eco2	3	11	-4.590847508	8.538942681	0.622606597	10.47448685	3.811177805	0
eco2	3	12	-8.516768881	3.721788022	1.082429063	20.86324198	4.234454966	0
eco3	3	1	-9.401218325	2.656838486	0.641924709	20.7697887	15.1271786	0
eco3	3	2	-9.109812706	3.503809382	1.730828818	16.16742706	10.4849548	0
eco3	3	3	-6.491622763	6.537703972	1.136731802	15.9397428	6.313862606	0
eco3	3	4	-4.187277491	10.58172303	1.411104076	7.662164939	3.88448528	0
eco3	3	5	-1.679489546	14.0679632	1.195251942	5.165188201	3.230800246	0
eco3	3	6	2.292972719	20.2679718	1.59195963	1.799592544	0.977166077	0
eco3	3	7	5.590415787	25.33771742	1.532348981	0.867282643	0.489611793	0
eco3	3	8	4.19286647	23.41114331	1.552204314	1.35904041	1.320925738	0
eco3	3	9	1.85367326	20.5986347	1.956248847	5.316968592	5.565195544	0
eco3	3	10	-2.196095274	13.82006697	1.105342007	9.636567011	5.107693075	0
eco3	3	11	-5.072473156	8.240740335	0.637636627	11.14309447	3.826126137	0
eco3	3	12	-9.048189266	3.46967624	1.095421143	22.16320034	4.775489664	0
eco4	3	1	-8.981679795	3.026053844	0.630667493	20.16602579	14.86005033	0
eco4	3	2	-8.648107647	3.84160394	1.700943132	15.84742233	10.43526854	0
eco4	3	3	-6.082979616	6.788668443	1.14415267	15.17648998	6.084303461	0
eco4	3	4	-3.847682332	10.87516901	1.362333938	6.901931493	3.447120379	0
eco4	3	5	-1.332159451	14.30704723	1.144488979	4.669612042	2.858435965	0
eco4	3	6	2.557753073	20.61035189	1.582111744	1.597463135	0.850571594	0
eco4	3	7	5.878294804	25.78803759	1.542214214	0.650117209	0.38077755	0
eco4	3	8	4.455087083	23.83255855	1.529422571	1.165815356	1.049925232	0
eco4	3	9	2.173293857	20.98943283	1.988723995	5.138388148	5.214195331	0
eco4	3	10	-1.787160116	14.24473853	1.152841757	9.481908663	5.318570143	0
eco4	3	11	-4.562188569	8.647430836	0.657950931	10.61251858	3.75309886	0
eco4	3	12	-8.581389903	3.856929751	1.065846532	21.7326054	4.657865352	0
eco5	3	1	-8.681318521	3.146386229	0.633264038	19.60808948	14.38497811	0
eco5	3	2	-8.372041306	3.967646898	1.702404236	15.31523392	10.07784356	0
eco5	3	3	-5.832170022	6.925043063	1.126917669	14.81726276	6.01709296	0
eco5	3	4	-3.622281779	10.99994187	1.36607623	6.782904941	3.47257277	0
eco5	3	5	-1.134732319	14.46424184	1.162653801	4.571212748	2.837701797	0
eco5	3	6	2.773649872	20.71866199	1.594434981	1.624756393	0.84701782	0
eco5	3	7	6.134586672	25.85539946	1.544153046	0.655909539	0.394259088	0
eco5	3	8	4.739616829	23.945655	1.537217828	1.209168834	1.080843333	0
eco5	3	9	2.448256215	21.10027771	1.972355708	5.124049087	5.309456895	0
eco5	3	10	-1.55163061	14.3357537	1.141107341	9.214987714	5.043173804	0
eco5	3	11	-4.346588837	8.741614141	0.649718732	10.27974857	3.692364358	0
eco5	3	12	-8.314659166	3.96684001	1.05062738	21.08934604	4.464017199	0
eco1	4	1	-8.222536876	3.376353156	0.647122756	18.56678641	13.83959473	0
eco1	4	2	-7.888005374	4.192443177	1.703209581	14.69911061	9.966983528	0
eco1	4	3	-5.412212127	7.10409419	1.121748878	13.91155398	5.884738289	0
eco1	4	4	-3.258039619	11.27888063	1.309964161	6.214943246	3.220717924	0
eco1	4	5	-0.80902318	14.7269792	1.124579273	4.106063837	2.528507137	0
eco1	4	6	3.042510282	21.09697229	1.642119243	1.41407867	0.662885178	0
eco1	4	7	6.487101657	26.2819366	1.560332943	0.596739734	0.407813472	0
eco1	4	8	5.098910838	24.32171888	1.537453684	1.222755157	1.022208199	0
eco1	4	9	2.807600847	21.42915124	2.013598504	5.012905396	4.98030554	0
eco1	4	10	-1.165874479	14.69888109	1.17086307	8.95435366	5.163525697	0
eco1	4	11	-3.884769675	9.065108523	0.634428848	9.451082194	3.779576552	0
eco1	4	12	-7.879218894	4.179563619	1.025136311	19.6116949	3.875759485	0
eco2	4	1	-8.894568097	2.936351996	0.631981432	19.76780176	14.44889077	0
eco2	4	2	-8.586465727	3.785718605	1.699618604	15.55261053	10.22717287	0
eco2	4	3	-6.058243302	6.798292275	1.148965589	15.29629667	6.320401158	0
eco2	4	4	-3.807972319	10.85358384	1.37474965	7.182875234	3.666332589	0
eco2	4	5	-1.319730187	14.35068766	1.184797329	4.883331261	3.124777389	0
eco2	4	6	2.654085297	20.59670513	1.645073718	1.679217422	0.868102261	0
eco2	4	7	6.03488728	25.69585219	1.559101372	0.799049581	0.468273356	0
eco2	4	8	4.629214211	23.74687751	1.545643048	1.29047649	1.191398704	0
eco2	4	9	2.286113706	20.92244833	1.992319502	5.23706879	5.357857086	0
eco2	4	10	-1.740583746	14.12769234	1.154280376	9.238846444	5.026761092	0
eco2	4	11	-4.590847508	8.538942681	0.622606597	10.47448685	3.811177805	0
eco2	4	12	-8.516768881	3.721788022	1.082429063	20.86324198	4.234454966	0
eco3	4	1	-9.401218325	2.656838486	0.641924709	20.7697887	15.1271786	0
eco3	4	2	-9.109812706	3.503809382	1.730828818	16.16742706	10.4849548	0
eco3	4	3	-6.491622763	6.537703972	1.136731802	15.9397428	6.313862606	0
eco3	4	4	-4.187277491	10.58172303	1.411104076	7.662164939	3.88448528	0
eco3	4	5	-1.679489546	14.0679632	1.195251942	5.165188201	3.230800246	0
eco3	4	6	2.292972719	20.2679718	1.59195963	1.799592544	0.977166077	0
eco3	4	7	5.590415787	25.33771742	1.532348981	0.867282643	0.489611793	0
eco3	4	8	4.19286647	23.41114331	1.552204314	1.35904041	1.320925738	0
eco3	4	9	1.85367326	20.5986347	1.956248847	5.316968592	5.565195544	0
eco3	4	10	-2.196095274	13.82006697	1.105342007	9.636567011	5.107693075	0
eco3	4	11	-5.072473156	8.240740335	0.637636627	11.14309447	3.826126137	0
eco3	4	12	-9.048189266	3.46967624	1.095421143	22.16320034	4.775489664	0
eco4	4	1	-8.981679795	3.026053844	0.630667493	20.16602579	14.86005033	0
eco4	4	2	-8.648107647	3.84160394	1.700943132	15.84742233	10.43526854	0
eco4	4	3	-6.082979616	6.788668443	1.14415267	15.17648998	6.084303461	0
eco4	4	4	-3.847682332	10.87516901	1.362333938	6.901931493	3.447120379	0
eco4	4	5	-1.332159451	14.30704723	1.144488979	4.669612042	2.858435965	0
eco4	4	6	2.557753073	20.61035189	1.582111744	1.597463135	0.850571594	0
eco4	4	7	5.878294804	25.78803759	1.542214214	0.650117209	0.38077755	0
eco4	4	8	4.455087083	23.83255855	1.529422571	1.165815356	1.049925232	0
eco4	4	9	2.173293857	20.98943283	1.988723995	5.138388148	5.214195331	0
eco4	4	10	-1.787160116	14.24473853	1.152841757	9.481908663	5.318570143	0
eco4	4	11	-4.562188569	8.647430836	0.657950931	10.61251858	3.75309886	0
eco4	4	12	-8.581389903	3.856929751	1.065846532	21.7326054	4.657865352	0
eco5	4	1	-8.681318521	3.146386229	0.633264038	19.60808948	14.38497811	0
eco5	4	2	-8.372041306	3.967646898	1.702404236	15.31523392	10.07784356	0
eco5	4	3	-5.832170022	6.925043063	1.126917669	14.81726276	6.01709296	0
eco5	4	4	-3.622281779	10.99994187	1.36607623	6.782904941	3.47257277	0
eco5	4	5	-1.134732319	14.46424184	1.162653801	4.571212748	2.837701797	0
eco5	4	6	2.773649872	20.71866199	1.594434981	1.624756393	0.84701782	0
eco5	4	7	6.134586672	25.85539946	1.544153046	0.655909539	0.394259088	0
eco5	4	8	4.739616829	23.945655	1.537217828	1.209168834	1.080843333	0
eco5	4	9	2.448256215	21.10027771	1.972355708	5.124049087	5.309456895	0
eco5	4	10	-1.55163061	14.3357537	1.141107341	9.214987714	5.043173804	0
eco5	4	11	-4.346588837	8.741614141	0.649718732	10.27974857	3.692364358	0
eco5	4	12	-8.314659166	3.96684001	1.05062738	21.08934604	4.464017199	0
eco1	5	1	-6.763357581	4.436655508	1.828935161	16.22925878	5.8506606	0
eco1	5	2	-6.762446426	5.381165785	1.288438337	18.32331085	7.1901656	0
eco1	5	3	-5.090550024	7.975207998	2.137878045	8.782277544	7.618474868	0
eco1	5	4	-3.174466803	11.69110883	1.17475035	5.208412049	0.886847268	0
eco1	5	5	0.246333612	17.38278615	1.210602842	2.337292712	0.99417027	0
eco1	5	6	4.193201474	22.69875496	1.791192306	2.043877302	2.417909463	0
eco1	5	7	7.719578944	26.73788256	1.64205026	0.814699716	0.341968529	0
eco1	5	8	6.102231628	25.40478823	1.706864594	0.752860526	0.550294419	0
eco1	5	9	4.049858015	22.60699836	1.635637351	4.633881526	7.519726417	0
eco1	5	10	-1.23983507	14.6410665	0.699633937	6.923179994	4.49685417	0
eco1	5	11	-5.52932242	7.339321058	1.615271865	9.256592206	7.250733488	0
eco1	5	12	-7.204692136	4.552945916	1.133659906	19.831898	15.52253598	0
eco2	5	1	-7.480313359	3.950336456	1.833772298	17.64685029	6.42271298	0
eco2	5	2	-7.471719889	5.046371819	1.313304594	19.90068534	7.26562621	0
eco2	5	3	-5.759003851	7.610524535	2.117933728	9.726806203	8.379383649	0
eco2	5	4	-3.76062947	11.27096559	1.148074332	6.040722717	1.033420988	0
eco2	5	5	-0.206896736	17.01005668	1.266910519	2.752046405	1.103015332	0
eco2	5	6	3.822746016	22.24448198	1.816301365	2.210482243	2.406620967	0
eco2	5	7	7.295172033	26.1539376	1.654100229	1.052200043	0.329507819	0
eco2	5	8	5.61863761	24.8370525	1.733835152	0.863090772	0.614937274	0
eco2	5	9	3.602465809	22.04791514	1.632729879	5.276354196	8.242211984	0
eco2	5	10	-1.808019105	14.09097602	0.731581161	7.375649434	4.765705012	0
eco2	5	11	-6.214698616	6.746050763	1.661500606	10.24607562	8.013468775	0
eco2	5	12	-7.946527192	4.09686554	1.173849096	20.59671042	15.78056656	0
eco3	5	1	-7.982759531	3.655697313	1.850085569	18.5747847	6.705620867	0
eco3	5	2	-7.95560966	4.804810447	1.32035587	20.89181597	7.422765379	0
eco3	5	3	-6.219922302	7.314491682	2.131322115	10.21221079	8.95700822	0
eco3	5	4	-4.159781318	10.96722296	1.12815177	6.417113851	1.133108302	0
eco3	5	5	-0.609349458	16.69853815	1.294091317	2.878145119	1.182352966	0
eco3	5	6	3.448722774	21.87720746	1.854807582	2.27705653	2.317005166	0
eco3	5	7	6.888190691	25.77636369	1.631270183	1.16240453	0.338697277	0
eco3	5	8	5.159173861	24.5268369	1.720352558	0.998560712	0.696109424	0
eco3	5	9	3.100828702	21.69139705	1.607682403	5.461913675	8.368721828	0
eco3	5	10	-2.23581977	13.79688686	0.75787746	7.737418055	5.149938027	0
eco3	5	11	-6.687554486	6.45514631	1.661739716	10.77584261	8.489476843	0
eco3	5	12	-8.474084608	3.874519598	1.1883739	21.57230034	16.55395312	0
eco4	5	1	-7.510404899	4.092261608	1.855976382	17.5288277	6.383789746	0
eco4	5	2	-7.524920052	5.12351228	1.326620922	20.00464261	7.19683874	0
eco4	5	3	-5.818768963	7.606953048	2.144073532	9.546772136	8.224046772	0
eco4	5	4	-3.789401659	11.26681449	1.140588461	5.781961467	0.972411387	0
