LandisData 	"Climate Data"
ClimateTable
<<EcoIndex TimeStep Month AvgMinT	AvgMaxT		StdDevT		AvgPpt		StdDevPpt	PAR
eco2	5	11	-3.982539938	9.434595731	0.850380129	14.48789767	8.917262651	0
eco2	5	12	-7.830557591	4.39725592	0.175438771	16.66502645	13.04942262	0
eco3	5	1	-9.232068871	2.942314494	1.08488878	28.12627238	6.449427201	0
eco3	5	2	-7.236661457	4.846123265	0.565411116	22.82913114	12.3323342	0
eco3	5	3	-6.92387821	5.877329703	0.485545554	14.71477337	8.699119	0
eco3	5	4	-4.904460263	9.570482772	0.586887762	8.475932698	2.458462334	0
eco3	5	5	-1.249057584	14.56397822	0.448785392	5.933256533	3.982930247	0
eco3	5	6	2.420107417	20.09849155	0.264824791	1.064521873	0.821349793	0
eco3	5	7	5.435794827	24.59800183	0.26090203	1.416304603	1.919696965	0
eco3	5	8	4.853932843	24.95918372	0.432122731	0.713377938	0.434751607	0
eco3	5	9	2.531296659	22.17823545	0.493559068	1.542546463	1.415839635	0
eco3	5	10	-2.001984452	15.51829647	1.223605258	5.133817455	6.407814221	0
eco3	5	11	-4.417908645	9.157236783	0.844357475	15.18713875	9.37497727	0
eco3	5	12	-8.363692478	4.094391846	0.145941663	17.92889745	14.16981524	0
eco4	5	1	-8.668636689	3.402190015	1.085318118	26.87448991	6.058606722	0
eco4	5	2	-6.778346764	5.227845369	0.539048108	21.96200488	11.70969252	0
eco4	5	3	-6.498194039	6.160747904	0.518889146	13.70617302	8.305550125	0
eco4	5	4	-4.520890964	9.810859128	0.564344201	7.646213334	2.560437864	0
eco4	5	5	-0.892098647	14.83251629	0.444826945	5.411759123	3.627239797	0
eco4	5	6	2.628662607	20.30949625	0.293267079	1.109382519	0.746204993	0
eco4	5	7	5.655140686	24.96243556	0.268057903	1.232861104	1.643054237	0
eco4	5	8	5.09322518	25.38972717	0.41277349	0.670470601	0.40846125	0
eco4	5	9	2.765821933	22.57202036	0.4346702	1.53789188	1.628658386	0
eco4	5	10	-1.686834512	15.90948651	1.213952852	4.879885527	6.034651797	0
eco4	5	11	-3.945679735	9.5609562	0.839503414	14.67391033	8.926429485	0
eco4	5	12	-7.831922746	4.548877944	0.168737843	17.08539862	13.31309141	0
eco5	5	1	-8.420294402	3.496291336	1.075582987	26.43476148	5.834454353	0
eco5	5	2	-6.510133465	5.307622752	0.547829015	21.40469432	11.36849675	0
eco5	5	3	-6.258842319	6.305511676	0.505566371	13.46094032	8.057210032	0
eco5	5	4	-4.303817065	9.979586186	0.566027275	7.480525588	2.412665476	0
eco5	5	5	-0.708847341	14.98293068	0.447420875	5.389686854	3.635711222	0
eco5	5	6	2.831261866	20.47054726	0.29092475	1.077199108	0.762244821	0
eco5	5	7	5.869931268	25.06908768	0.264899635	1.241693149	1.636103627	0
eco5	5	8	5.39662448	25.48061996	0.420516142	0.650038445	0.39327154	0
eco5	5	9	3.097663177	22.65886237	0.447684925	1.488555118	1.549683417	0
eco5	5	10	-1.393758173	15.99039799	1.203708888	4.816050457	5.994851989	0
eco5	5	11	-3.720878521	9.635883392	0.843192771	14.1581489	8.657851699	0
eco5	5	12	-7.616241467	4.632494298	0.158969903	16.72489611	13.15813786	0
eco1	10	1	-9.256281019	2.582973336	0.855217041	13.0268509	3.655012247	0
eco1	10	2	-7.469313209	5.044571443	0.694330978	12.32420598	5.136878884	0
eco1	10	3	-6.925124258	6.489462763	1.167795102	7.923975109	6.101929427	0
eco1	10	4	-3.577528417	11.50315713	0.51983196	4.589100061	4.44913067	0
eco1	10	5	-0.947063874	15.79907666	0.660486601	2.762797649	1.85078761	0
eco1	10	6	3.248070483	21.22981483	1.151302443	1.712472279	1.117851367	0
eco1	10	7	6.948618847	26.77450186	0.510446577	0.889435113	1.084001893	0
eco1	10	8	6.330392485	26.11510068	0.60647708	4.500721914	7.656832111	0
eco1	10	9	3.225271734	22.83427545	0.711294438	1.970533787	1.217490144	0
eco1	10	10	-0.982427669	15.13773483	0.633046397	4.935532114	2.755271569	0
eco1	10	11	-5.194631018	9.120391064	0.61055395	7.359623569	4.614331318	0
eco1	10	12	-8.595099083	3.801957604	0.503863762	15.87142268	9.263391499	0
eco2	10	1	-9.962158855	2.130609066	0.873479647	14.04600355	3.984938805	0
eco2	10	2	-8.168028685	4.719139173	0.715097752	13.00401151	5.23206017	0
eco2	10	3	-7.547355896	6.103796921	1.177226533	8.900286473	6.702493106	0
eco2	10	4	-4.189063379	11.11925629	0.569531098	5.321946317	4.709196611	0
eco2	10	5	-1.361399622	15.4313598	0.652818061	3.280062848	2.133806706	0
eco2	10	6	2.87789052	20.88235514	1.106653371	1.913151871	1.158961537	0
eco2	10	7	6.527414141	26.27458184	0.495516682	1.026938416	1.33688789	0
eco2	10	8	5.909437715	25.54904024	0.53546364	4.655851968	7.386470149	0
eco2	10	9	2.800164139	22.34174084	0.695490737	2.352292166	1.411262772	0
eco2	10	10	-1.561012069	14.72183952	0.615365952	5.22672763	2.981643786	0
eco2	10	11	-5.830739844	8.693033887	0.616459475	8.037717153	4.987773914	0
eco2	10	12	-9.343378848	3.354135243	0.526130949	16.9554012	9.764722721	0
eco3	10	1	-10.46607504	1.876985496	0.871581611	14.7536235	4.227203335	0
eco3	10	2	-8.667768224	4.475456822	0.740679201	13.44603617	5.392468953	0
eco3	10	3	-7.973126818	5.837031028	1.175764313	9.470926493	7.196392098	0
eco3	10	4	-4.576258562	10.86475639	0.60064939	5.636680696	4.884159375	0
eco3	10	5	-1.699262964	15.13525468	0.660989114	3.449004485	2.207457691	0
eco3	10	6	2.570664541	20.60399141	1.109314816	1.985232983	1.147074546	0
eco3	10	7	6.137812586	25.91514301	0.503213617	1.067842963	1.439038174	0
eco3	10	8	5.473997469	25.21498195	0.51934561	4.813077954	7.346214215	0
eco3	10	9	2.363372512	22.0027537	0.675062738	2.499474454	1.410460998	0
eco3	10	10	-1.977661507	14.51352306	0.628076272	5.549039322	3.146021909	0
eco3	10	11	-6.315781198	8.448612346	0.598187571	8.407072922	5.267109188	0
eco3	10	12	-9.905911595	3.110266625	0.520351923	17.70428291	10.25297942	0
eco4	10	1	-9.992272812	2.239264835	0.87983036	14.15437389	3.956984599	0
eco4	10	2	-8.269934136	4.766119821	0.726164598	13.33855536	5.392008726	0
eco4	10	3	-7.62453298	6.123746443	1.159187082	8.826921529	6.774601444	0
eco4	10	4	-4.203494218	11.10975144	0.566302398	5.085056301	4.576825857	0
eco4	10	5	-1.420979943	15.34304043	0.653663688	3.143165248	2.018019149	0
eco4	10	6	2.793872229	20.80176127	1.135210257	1.861411873	1.092367129	0
eco4	10	7	6.373253325	26.30830613	0.509819048	0.873864416	1.117408521	0
eco4	10	8	5.707161556	25.64019176	0.524795767	4.442121995	7.243003314	0
eco4	10	9	2.558547594	22.4169852	0.683190082	2.233736183	1.378077373	0
eco4	10	10	-1.626311475	14.83996362	0.640462805	5.272623872	3.00684606	0
eco4	10	11	-5.87277782	8.821316791	0.616134594	8.200843878	5.172597451	0
eco4	10	12	-9.433540837	3.477156926	0.504409134	17.48685838	10.08589036	0
eco5	10	1	-9.707716117	2.36603255	0.869840993	13.77290002	3.897576634	0
eco5	10	2	-7.968469787	4.876254752	0.712593844	12.85894189	5.255641196	0
eco5	10	3	-7.34622706	6.252608313	1.152230332	8.601409012	6.579315702	0
eco5	10	4	-3.976472368	11.26627606	0.578677748	4.974409148	4.430852224	0
eco5	10	5	-1.213021266	15.52026461	0.654415518	3.097723324	1.986983008	0
eco5	10	6	3.007525262	20.96634159	1.12474553	1.851448855	1.091912347	0
eco5	10	7	6.633488754	26.39376862	0.505705049	0.898126005	1.162105042	0
eco5	10	8	5.988950104	25.72607261	0.536869262	4.497672886	7.246908498	0
eco5	10	9	2.889066159	22.49717578	0.687464804	2.208450986	1.323001748	0
eco5	10	10	-1.350652289	14.95440785	0.635929866	5.183508235	2.963361884	0
eco5	10	11	-5.635977957	8.905435324	0.60703317	7.87687729	4.949489493	0
eco5	10	12	-9.13527593	3.617654264	0.515685268	16.92331617	9.790019916	0
eco1	15	1	-8.325830885	3.679785562	1.147578093	15.0150163	8.272956624	0
eco1	15	2	-7.269650019	4.52897478	1.01259869	16.65975102	7.245825096	0
eco1	15	3	-7.112786672	5.418875041	0.473228132	11.67376396	6.145314228	0
eco1	15	4	-3.680456769	11.61835046	0.903460673	3.293420692	1.86724812	0
eco1	15	5	0.46096392	17.68608615	0.960765707	2.347490988	1.173001844	0
eco1	15	6	3.198503759	21.36808999	0.534403772	1.907178181	2.415566686	0
eco1	15	7	6.41615138	25.95789525	0.251925702	1.146808068	1.709333643	0
eco1	15	8	6.016227639	25.11894615	0.702399965	1.845835889	2.274575564	0
eco1	15	9	3.21125472	22.36703253	0.869210739	2.330550507	2.72894706	0
eco1	15	10	-0.668403037	16.17525695	0.490927194	3.685698809	3.280428397	0
eco1	15	11	-7.757253243	5.995821373	0.629222143	9.046426522	8.094361071	0
eco1	15	12	-8.031338796	3.85226811	0.336856537	18.83789302	13.72793078	0
eco2	15	1	-9.048872576	3.217160055	1.188867538	15.8093175	8.813154961	0
eco2	15	2	-7.960660583	4.102854005	1.003535241	17.87196036	7.636270764	0
eco2	15	3	-7.78032709	5.025863436	0.463269258	12.91142506	6.794203368	0
eco2	15	4	-4.244898254	11.25235102	0.933740147	3.834944747	2.088590917	0
eco2	15	5	0.036443422	17.27615612	0.943134141	2.950011887	1.449337966	0
eco2	15	6	2.935331456	20.99509865	0.596406015	2.291159563	3.081270284	0
eco2	15	7	6.095819314	25.47393634	0.259696239	1.370000297	1.936983648	0
eco2	15	8	5.514273765	24.57965207	0.655924622	1.871013633	2.214885486	0
eco2	15	9	2.759804363	21.89687392	0.855386185	2.811576478	3.273371296	0
eco2	15	10	-1.219415156	15.70889032	0.491675837	3.77283484	3.562035534	0
eco2	15	11	-8.492462405	5.430793279	0.675141172	10.19610027	9.081987323	0
eco2	15	12	-8.783689674	3.341256408	0.39721708	20.31629366	14.35001134	0
eco3	15	1	-9.563021153	2.977542185	1.210023046	16.14877379	9.008606505	0
eco3	15	2	-8.402671319	3.825442146	0.980350027	18.53303011	7.881480977	0
eco3	15	3	-8.221065366	4.724099253	0.439840977	13.6075719	7.222864085	0
eco3	15	4	-4.621258526	10.98191858	0.937239191	4.065611525	2.221730985	0
eco3	15	5	-0.278901384	16.9914085	0.93399042	3.06812437	1.480883634	0
eco3	15	6	2.600907834	20.67656999	0.587547154	2.437085606	3.377058514	0
eco3	15	7	5.755892877	25.14668123	0.262946865	1.427604129	1.959579188	0
eco3	15	8	4.990636801	24.26710242	0.643404867	1.931581287	2.238941255	0
eco3	15	9	2.327582252	21.6315916	0.850601159	2.978894901	3.568985311	0
eco3	15	10	-1.646280957	15.43481654	0.497364329	3.776973958	3.693077291	0
eco3	15	11	-8.998445938	5.159863911	0.68371813	10.78187691	9.475907103	0
eco3	15	12	-9.312584078	3.099780348	0.40448574	21.62609423	15.02490631	0
eco4	15	1	-9.073292067	3.358160734	1.195422523	15.82217975	8.706082911	0
eco4	15	2	-7.979419872	4.182394616	0.992542274	18.05815075	7.678807174	0
eco4	15	3	-7.828154347	5.015631455	0.465097077	12.78591977	6.801148825	0
eco4	15	4	-4.293628408	11.21476214	0.906210238	3.662789942	2.081966237	0
eco4	15	5	-0.057421123	17.23647751	0.935590557	2.698404812	1.404555475	0
eco4	15	6	2.804813919	20.93430893	0.54553945	2.134591603	2.81236277	0
eco4	15	7	5.940181938	25.46294392	0.241743868	1.182309813	1.656117573	0
eco4	15	8	5.274787534	24.69427834	0.658599061	1.787014183	2.265412913	0
eco4	15	9	2.571884446	21.97981569	0.836911284	2.506423211	2.849972891	0
eco4	15	10	-1.30298361	15.78924638	0.489006301	3.817561349	3.559957062	0
eco4	15	11	-8.493361614	5.588978486	0.662131994	10.24802689	8.947210224	0
eco4	15	12	-8.826213009	3.474833218	0.388469219	21.02581464	14.82449069	0
eco5	15	1	-8.793585131	3.477953653	1.17769287	15.36184264	8.501229037	0
eco5	15	2	-7.70133318	4.284597346	0.976350589	17.54417422	7.469902058	0
eco5	15	3	-7.561933911	5.158264435	0.451224902	12.59239896	6.633626769	0
eco5	15	4	-4.055121789	11.36371431	0.91564187	3.594733687	1.988332317	0
eco5	15	5	0.189137062	17.39286569	0.941077394	2.695273735	1.350007888	0
eco5	15	6	2.998130751	21.07942645	0.557954877	2.157149535	2.839851835	0
eco5	15	7	6.180267267	25.62360441	0.249863918	1.198743286	1.718699679	0
eco5	15	8	5.558695869	24.78581176	0.647740191	1.786481819	2.19840787	0
eco5	15	9	2.876262488	22.0959701	0.83619502	2.585339584	2.994583284	0
eco5	15	10	-1.019487196	15.89810351	0.478401255	3.66704396	3.465982437	0
eco5	15	11	-8.235187998	5.705907324	0.661076453	9.982574413	8.894301394	0
eco5	15	12	-8.551917547	3.618759424	0.386313366	20.36070501	14.356114	0
eco1	20	1	-7.880539623	4.235943802	0.576997903	16.48307219	10.92763132	0
eco1	20	2	-6.283051123	6.234331943	0.48546077	12.14918923	9.171957115	0
eco1	20	3	-5.02366323	7.999978952	0.204151974	11.00358572	8.778854537	0
eco1	20	4	-3.439194248	11.96425891	0.646032952	4.23107378	1.793305418	0
eco1	20	5	0.875226141	17.67510004	0.28286005	2.747493494	2.106082228	0
eco1	20	6	3.688252718	21.10487494	0.522130123	2.897744002	2.595211911	0
eco1	20	7	6.718184384	26.26960965	0.496854335	0.808314682	0.646002115	0
eco1	20	8	6.16161516	25.65558038	0.457579185	0.834204457	0.661743388	0
eco1	20	9	2.472271908	20.76972252	0.494240482	3.612892636	4.752793105	0
eco1	20	10	-1.017761228	15.70866018	0.888575672	4.888326594	5.920760009	0
eco1	20	11	-5.063501461	7.268611792	0.391709883	15.65672956	8.467826035	0
eco1	20	12	-6.927983915	5.16954341	0.447655225	17.16348582	9.551872298	0
eco2	20	1	-8.556910343	3.733811151	0.57965986	17.5980303	11.62318518	0
eco2	20	2	-6.92360551	5.879237293	0.528468326	12.93977908	9.807138039	0
eco2	20	3	-5.714289784	7.724204664	0.184248379	12.37035509	10.26482611	0
eco2	20	4	-4.037213771	11.6317614	0.637770795	4.888371861	2.175374039	0
eco2	20	5	0.499231724	17.27255113	0.302603981	3.213300241	2.577758129	0
eco2	20	6	3.256772804	20.65366765	0.479209677	3.231661486	2.712583493	0
eco2	20	7	6.248248566	25.73337515	0.49229504	0.943193528	0.667189986	0
eco2	20	8	5.637227676	25.09531048	0.472730719	0.985425608	0.728637503	0
eco2	20	9	1.924070545	20.2607928	0.495565489	3.978252373	5.0048028	0
eco2	20	10	-1.570362205	15.1698918	0.893038508	5.310319369	6.262280146	0
eco2	20	11	-5.772096662	6.727222028	0.444897528	17.02713722	8.997037644	0
eco2	20	12	-7.632776411	4.765581662	0.463825241	18.69839262	10.21035668	0
eco3	20	1	-9.066717467	3.45521738	0.562936224	18.36366549	11.98318274	0
eco3	20	2	-7.416660027	5.617758551	0.558570274	13.42811991	10.17563635	0
eco3	20	3	-6.18169125	7.478476481	0.188715327	13.24413976	10.95640827	0
eco3	20	4	-4.429463111	11.36933466	0.647617111	5.146683162	2.301762655	0
eco3	20	5	0.16719441	16.97816303	0.321222456	3.331571764	2.710253875	0
eco3	20	6	2.863914559	20.35478663	0.485117367	3.433094701	2.768756701	0
eco3	20	7	5.806205138	25.39461041	0.485148319	0.989170884	0.697245381	0
eco3	20	8	5.159130418	24.78791705	0.483473564	1.064695109	0.799967269	0
eco3	20	9	1.426554295	19.97031279	0.475070694	4.119564322	5.108952378	0
eco3	20	10	-1.995438909	14.86983902	0.905661304	5.602664686	6.596438139	0
eco3	20	11	-6.237247442	6.42134735	0.457498345	17.77174999	9.262419022	0
eco3	20	12	-8.176599852	4.55555229	0.480977982	20.01539135	10.86787779	0
eco4	20	1	-8.628782234	3.90165436	0.577080526	17.79736896	11.6865831	0
eco4	20	2	-7.006219746	5.938764524	0.540392809	13.23863305	10.05047439	0
eco4	20	3	-5.748344857	7.692187986	0.200886041	12.3206654	9.960330282	0
eco4	20	4	-4.064727013	11.59765236	0.63383772	4.645140525	2.004278655	0
eco4	20	5	0.397666002	17.21499417	0.282387425	3.011028933	2.34025523	0
eco4	20	6	3.191605175	20.65357628	0.489084988	3.240240532	2.720015387	0
eco4	20	7	6.079342238	25.80931527	0.485214771	0.821746492	0.610160265	0
eco4	20	8	5.425215136	25.22361525	0.464636442	0.943326388	0.702228985	0
eco4	20	9	1.782568618	20.38987373	0.468669938	3.814283717	4.93708234	0
eco4	20	10	-1.659446323	15.31301174	0.885769925	5.337925019	6.464329573	0
eco4	20	11	-5.728249156	6.859189495	0.402335947	17.18926669	9.074526562	0
eco4	20	12	-7.6583972	4.880898482	0.436444143	19.13527526	10.54180468	0
eco5	20	1	-8.337071152	4.01126512	0.565597485	17.31691342	11.36036554	0
eco5	20	2	-6.71569522	6.043529027	0.531357381	12.76921531	9.711958955	0
eco5	20	3	-5.508431304	7.850847948	0.187006071	12.05368444	9.876288318	0
eco5	20	4	-3.840842704	11.76129431	0.632389673	4.55273797	1.981175939	0
eco5	20	5	0.629738866	17.37427524	0.302126157	2.981216032	2.381693987	0
eco5	20	6	3.388631166	20.77307229	0.496328966	3.184157423	2.630767733	0
eco5	20	7	6.322595321	25.88470754	0.485643968	0.824886691	0.620572863	0
eco5	20	8	5.722158355	25.28955827	0.473526899	0.932041261	0.706070562	0
eco5	20	9	2.06122218	20.4704363	0.466875338	3.790276778	4.898345113	0
eco5	20	10	-1.389471952	15.39410551	0.895955461	5.262935688	6.300706274	0
eco5	20	11	-5.510182508	6.958834621	0.418573716	16.62992085	8.794453055	0
eco5	20	12	-7.427651453	5.020621688	0.455908231	18.74063692	10.3229854	0
eco1	25	1	-6.900386613	5.071650554	1.211141449	15.36490009	10.43183584	0
eco1	25	2	-4.964748084	6.578186577	0.551487248	15.46180249	9.693372095	0
eco1	25	3	-4.302214311	8.632150623	1.177502939	12.32820913	4.267184807	0
eco1	25	4	-2.664293448	12.82265707	0.81867034	4.124145801	4.571235722	0
eco1	25	5	-0.344442536	15.09730421	0.676713907	7.031759594	3.173334679	0
eco1	25	6	3.898246836	21.13085345	0.642717607	2.595514643	2.472817156	0
eco1	25	7	7.8229369	27.47611575	0.365515652	0.631512156	0.164292169	0
eco1	25	8	6.438132336	26.19663627	0.730207761	1.006440442	1.203432285	0
eco1	25	9	5.282328209	23.96501955	0.811888329	1.879192917	1.68435697	0
eco1	25	10	-0.870922507	15.86152856	1.024542974	5.380793337	4.552342772	0
eco1	25	11	-4.826472196	8.705996385	1.533384378	10.55297005	11.88677042	0
eco1	25	12	-7.152073513	5.161544045	0.97432434	18.56566576	16.0745443	0
eco2	25	1	-7.505916011	4.656590641	1.199580639	16.82702498	11.16327904	0
eco2	25	2	-5.588184138	6.262728186	0.590756263	16.43897242	9.854227647	0
eco2	25	3	-4.901930325	8.336932292	1.126656201	13.83077976	4.836921305	0
eco2	25	4	-3.205226731	12.43705593	0.820517139	4.697964815	4.945363069	0
eco2	25	5	-0.860441963	14.69194837	0.677006081	8.05661327	3.267143015	0
eco2	25	6	3.507651895	20.6815692	0.650838645	2.913670952	2.829584732	0
eco2	25	7	7.434513169	27.02821949	0.345582868	0.831465136	0.185553316	0
eco2	25	8	5.990641123	25.64018053	0.741109226	0.965508422	1.114213616	0
eco2	25	9	4.84565088	23.5172628	0.818982216	2.22645029	2.052644218	0
eco2	25	10	-1.433884582	15.39243855	1.044398285	5.701733643	4.993758645	0
eco2	25	11	-5.506651676	8.184718329	1.558186948	11.90268826	13.45246422	0
eco2	25	12	-7.841046325	4.688378221	1.054768801	19.62135776	17.35372296	0
eco3	25	1	-7.973917016	4.396670682	1.172729193	17.72466021	11.85559908	0
eco3	25	2	-6.05989648	5.990398165	0.569421989	17.09005478	10.04593116	0
eco3	25	3	-5.273483381	8.105880769	1.108583139	14.58843063	5.228589217	0
eco3	25	4	-3.584863749	12.17877735	0.832788745	4.906025491	5.145030263	0
eco3	25	5	-1.190220156	14.41659428	0.68318658	8.403601253	3.261352795	0
eco3	25	6	3.181716847	20.36220948	0.681631623	3.006450827	2.885199697	0
eco3	25	7	7.037989909	26.72052686	0.376631962	0.937474222	0.243817651	0
eco3	25	8	5.550370575	25.30142285	0.745818024	1.02661152	1.156679332	0
eco3	25	9	4.428185792	23.21710234	0.813296692	2.376276883	2.191698869	0
eco3	25	10	-1.85926036	15.13093716	1.030431009	6.036991171	5.187482266	0
eco3	25	11	-5.971508182	7.922640003	1.593279866	12.70997981	14.26699328	0
eco3	25	12	-8.363550084	4.42780885	1.050919942	20.62310497	18.53151575	0
eco4	25	1	-7.589520388	4.744160118	1.231840369	16.92075205	11.38983406	0
eco4	25	2	-5.636531319	6.278466478	0.559105926	16.69456905	9.906029714	0
eco4	25	3	-4.933772951	8.323194512	1.148860229	13.72611976	4.83300297	0
eco4	25	4	-3.243471747	12.44760081	0.820177601	4.491434096	4.846173739	0
